edge_id,from_node_id,to_node_id,river_name,length_km,wkt,edge_type,correlation,elev_delta
1,67.66363_24.10645,67.53232_24.06049,Indus,17.231488421390637,"LINESTRING (67.66363449836902 24.106454116469113, 67.6640625 24.104754949994117, 67.65810546875002 24.08380768436912, 67.63974609375 24.070819403119117, 67.616455078125 24.065204168744117, 67.57314453125002 24.06854889530662, 67.55234375 24.06659577030662, 67.53232421875 24.06049225468162)",0,1.0,0.0
2,67.65088_23.93122,67.71338_24.06642,Indus,21.852341033961785,"LINESTRING (67.65087890625 23.93121979374412, 67.668701171875 23.943719793744123, 67.7076171875 23.94745514530662, 67.72548828125002 23.95355866093162, 67.73134765625002 23.96515534061912, 67.72890625000002 23.980340887494123, 67.72265625 23.99738190311912, 67.71923828125 24.015008856244123, 67.71982421875 24.04999420780662, 67.71337890625 24.066424871869117)",0,1.0,0.0
3,67.66363_24.10645,67.66311_24.10854,,0.2383328341389612,"LINESTRING (67.66363449836902 24.106454116469113, 67.66311003853743 24.108536222000556)",0,1.0,0.0
4,72.70693_34.08552,72.47128_34.02065,Indus,29.84433197900731,"LINESTRING (72.70693359375002 34.08551666874412, 72.66748046875 34.059198309369116, 72.65185546875 34.04352448124412, 72.645751953125 34.02326080936912, 72.63320312500002 34.013788153119116, 72.60498046875 34.01337311405662, 72.509521484375 34.02265045780662, 72.47128334955151 34.02065194901794)",0,1.0,0.0
5,72.47128_34.02065,72.23317_33.91982,Indus,29.84433197900645,"LINESTRING (72.47128334955151 34.02065194901794, 72.46748046875001 34.02045319218162, 72.4306640625 34.01129791874412, 72.398681640625 33.99318268436912, 72.36669921875 33.969354559369116, 72.348388671875 33.96100494999412, 72.25498046875 33.94440338749412, 72.24033203125 33.93793366093162, 72.23317492760744 33.91982401989664)",0,1.0,0.0
6,72.23317_33.91982,72.12999_33.77870,Indus,29.84433197900712,"LINESTRING (72.23317492760744 33.91982401989664, 72.225830078125 33.901239324994116, 72.24130859375 33.804803778119116, 72.23408203125001 33.765985418744116, 72.22314453125 33.77423737186912, 72.21083984375002 33.776483465619116, 72.1982421875 33.77350494999412, 72.18642578125002 33.765985418744116, 72.171875 33.773065496869116, 72.152587890625 33.77728912968162, 72.1299891526097 33.77870337328645)",0,1.0,0.0
7,72.12999_33.77870,71.97252_33.61468,Indus,29.84433197900597,"LINESTRING (72.1299891526097 33.77870337328645, 72.11474609375 33.779657293744116, 72.08740234375 33.789911199994116, 72.08291015625002 33.78815338749412, 72.06289062500002 33.765985418744116, 72.05283203125 33.760858465619116, 72.03173828125 33.75397369999412, 72.021875 33.74616119999412, 72.01015625000002 33.71600983280662, 72.0048828125 33.71137116093162, 71.9990234375 33.70343659061912, 71.97929687500002 33.66449616093162, 71.97412109375 33.64996979374412, 71.97252294222437 33.61467728088639)",0,1.0,0.0
8,71.97252_33.61468,71.85105_33.40379,Indus,29.844331979007368,"LINESTRING (71.97252294222437 33.61467728088639, 71.97177734375 33.59821198124412, 71.953125 33.57050202030662, 71.95302734375002 33.55988190311912, 71.95556640625 33.54713776249412, 71.95302734375002 33.52643463749412, 71.94472656250002 33.51564362186912, 71.90175781250002 33.48854401249412, 71.8970703125 33.48163483280662, 71.89248046875002 33.46796295780662, 71.88818359375 33.46124909061912, 71.87939453125 33.45184967655662, 71.87353515625 33.443475653119116, 71.87255859375 33.43451569218162, 71.8779296875 33.42340729374412, 71.8677734375 33.42084381718162, 71.86337890625 33.41530182499412, 71.859375 33.40875885624412, 71.85105290810334 33.40378871802806)",0,1.0,0.0
9,71.85105_33.40379,71.71945_33.24674,Indus,29.844331979006917,"LINESTRING (71.85105290810334 33.40378871802806, 71.8505859375 33.40350983280662, 71.841796875 33.40216705936912, 71.812744140625 33.40350983280662, 71.79677734375002 33.400018621869116, 71.74072265625 33.37555573124412, 71.72314453125 33.35524323124412, 71.72236328125001 33.33612702030662, 71.725 33.31867096561912, 71.71689453125 33.303583074994116, 71.7046875 33.28961823124412, 71.698974609375 33.27252838749412, 71.70322265625 33.25653717655662, 71.71945138611937 33.24674165866586)",0,1.0,0.0
10,71.71945_33.24674,71.70609_33.02512,Indus,29.844331979007077,"LINESTRING (71.71945138611937 33.24674165866586, 71.72089843750001 33.24586823124412, 71.712890625 33.24586823124412, 71.7265625 33.23114655155662, 71.74072265625 33.21942780155662, 71.75107421875 33.20538971561912, 71.75439453125 33.18378327030662, 71.74951171875 33.163446356244116, 71.740234375 33.14996979374412, 71.72958984375 33.13971588749412, 71.72089843750001 33.12916901249412, 71.712890625 33.11085846561912, 71.7109375 33.09430573124412, 71.712890625 33.054071356244116, 71.71875 33.03717682499412, 71.71845703125001 33.029413153119116, 71.70609207172959 33.025121971794555)",0,1.0,0.0
11,71.70609_33.02512,71.48557_32.90629,Indus,29.844331979006093,"LINESTRING (71.70609207172959 33.025121971794555, 71.699462890625 33.022821356244116, 71.69404296875001 33.01508209843162, 71.690673828125 33.005975653119116, 71.68544921875002 32.99884674686912, 71.64931640625002 32.978631903119116, 71.611083984375 32.96405670780662, 71.59951171875002 32.96185944218162, 71.57275390625 32.96063873905662, 71.5494140625 32.95416901249412, 71.55166015625002 32.95558502811912, 71.54189453125002 32.95294830936912, 71.5337890625 32.949090887494116, 71.526953125 32.94337799686912, 71.5126953125 32.92018463749412, 71.50673828125002 32.91481354374412, 71.49814453125 32.91071198124412, 71.48557385732205 32.90629022127755)",0,1.0,0.0
12,71.48557_32.90629,71.37124_32.69811,Indus,29.84433197900741,"LINESTRING (71.48557385732205 32.90629022127755, 71.4619140625 32.89796784061912, 71.447998046875 32.88727448124412, 71.4375 32.86896393436912, 71.4302734375 32.84254791874412, 71.426025390625 32.83454010624412, 71.40908203125002 32.81642487186912, 71.405029296875 32.808954168744116, 71.403076171875 32.79010651249412, 71.412841796875 32.75311920780662, 71.4140625 32.73439362186912, 71.41171875 32.72565338749412, 71.40771484375 32.71876862186912, 71.40244140625 32.71332428593162, 71.39609375 32.70900299686912, 71.37123888277705 32.69811474081502)",0,1.0,0.0
13,71.37124_32.69811,71.34755_32.45341,Indus,29.844331979006185,"LINESTRING (71.37123888277705 32.69811474081502, 71.36416015625002 32.69501373905662, 71.3544921875 32.68891022343162, 71.340576171875 32.673700262494116, 71.33144531250002 32.65607330936912, 71.32587890625001 32.63678619999412, 71.32275390625 32.61647369999412, 71.32343750000001 32.59357330936912, 71.3296875 32.57428619999412, 71.34804687500002 32.535272528119116, 71.350830078125 32.525018621869116, 71.34754847080359 32.4534079149755)",0,1.0,0.0
14,71.34755_32.45341,71.23994_32.21522,Indus,29.844331979007386,"LINESTRING (71.34754847080359 32.4534079149755, 71.34658203125002 32.43231842655662, 71.340576171875 32.41510651249412, 71.33144531250002 32.399286199994116, 71.29384765625002 32.35614655155662, 71.28339843750001 32.33991119999412, 71.27871093750002 32.32233307499412, 71.2783203125 32.30202057499412, 71.27646484375 32.292596746869116, 71.271875 32.282831121869116, 71.251953125 32.254510809369116, 71.24716796875 32.243524481244116, 71.23993769852827 32.21521697833468)",0,1.0,0.0
15,71.23994_32.21522,71.08638_32.01294,Indus,29.84433197900701,"LINESTRING (71.23993769852827 32.21521697833468, 71.23652343750001 32.20184967655662, 71.228759765625 32.181756903119116, 71.215576171875 32.16547272343162, 71.20673828125001 32.15968659061912, 71.17763671875002 32.14716217655662, 71.16787109375002 32.14081452030662, 71.132080078125 32.105829168744116, 71.12343750000002 32.09406159061912, 71.1171875 32.08112213749412, 71.11464843750002 32.066522528119116, 71.11435546875 32.047479559369116, 71.1123046875 32.03900787968162, 71.10693359375 32.03053619999412, 71.08638426323337 32.01293810311551)",0,1.0,0.0
16,71.08638_32.01294,70.94959_31.78926,Indus,29.844331979005972,"LINESTRING (71.08638426323337 32.01293810311551, 71.07021484375002 31.99909088749412, 71.0546875 31.982196356244117, 71.036865234375 31.940204168744117, 71.023046875 31.92584869999412, 71.00732421875 31.91290924686912, 70.9927734375 31.89789459843162, 70.9833984375 31.879266668744116, 70.973876953125 31.83869049686912, 70.966796875 31.81891510624412, 70.94958962767336 31.7892641998338)",0,1.0,0.0
17,70.94959_31.78926,70.85194_31.54676,Indus,29.8443319790071,"LINESTRING (70.94958962767336 31.7892641998338, 70.923583984375 31.74445221561912, 70.90576171875 31.721454168744117, 70.89931640625002 31.709588934369116, 70.89931640625002 31.69513580936912, 70.90419921875002 31.678827215619116, 70.90468750000002 31.67291901249412, 70.9033203125 31.663690496869116, 70.85193976899264 31.546757161724965)",0,1.0,0.0
18,70.85194_31.54676,70.77297_31.29466,Indus,29.84433197900667,"LINESTRING (70.85193976899264 31.546757161724965, 70.8267578125 31.48944733280662, 70.801025390625 31.45368073124412, 70.79541015625 31.440936590619117, 70.79140625000002 31.42633698124412, 70.78818359375 31.379657293744117, 70.7729701410555 31.294655714891917)",0,1.0,0.0
19,70.77297_31.29466,70.82566_31.03697,Indus,29.8443319790072,"LINESTRING (70.7729701410555 31.294655714891917, 70.76748046875002 31.26398346561912, 70.76806640625 31.24982330936912, 70.771484375 31.235956121869116, 70.78164062500002 31.20929596561912, 70.784423828125 31.19513580936912, 70.788818359375 31.13825104374412, 70.79335937500002 31.12543366093162, 70.8140625 31.09162018436912, 70.818603515625 31.078143621869117, 70.82566203678333 31.03697224774739)",0,1.0,0.0
20,70.82566_31.03697,70.75353_30.79319,Indus,29.844331979006597,"LINESTRING (70.82566203678333 31.03697224774739, 70.83583984375002 30.97760651249412, 70.835205078125 30.948260809369117, 70.82900390625002 30.91986725468162, 70.8193359375 30.88385651249412, 70.814697265625 30.872674871869116, 70.796875 30.84674713749412, 70.76552734375002 30.81305573124412, 70.75722656250002 30.80170319218162, 70.7535261211609 30.79318890237482)",0,1.0,0.0
21,70.75353_30.79319,70.84610_30.55090,Indus,29.84433197900681,"LINESTRING (70.7535261211609 30.79318890237482, 70.751708984375 30.78900787968162, 70.75 30.774432684369117, 70.751220703125 30.76642487186912, 70.75996093750001 30.74433014530662, 70.76210937500002 30.736835028119117, 70.76572265625 30.695086981244117, 70.77138671875002 30.67731354374412, 70.78076171875 30.66132233280662, 70.814453125 30.62543366093162, 70.830322265625 30.59943268436912, 70.84169921875002 30.57099030155662, 70.84609869926938 30.550904980877867)",0,1.0,0.0
22,70.84610_30.55090,70.77472_30.30453,Indus,29.844331979006665,"LINESTRING (70.84609869926938 30.550904980877867, 70.84804687500002 30.542010809369117, 70.84970703125 30.522333074994116, 70.84902343750002 30.50299713749412, 70.845458984375 30.48407623905662, 70.835546875 30.45697662968162, 70.829833984375 30.41657135624412, 70.815185546875 30.36395905155662, 70.81103515625 30.35614655155662, 70.80517578125 30.349725653119116, 70.78505859375002 30.33746979374412, 70.779541015625 30.33136627811912, 70.7740234375 30.31586334843162, 70.77472305134344 30.304526424104974)",0,1.0,0.0
23,70.77472_30.30453,70.83212_30.05749,Indus,29.844331979006935,"LINESTRING (70.77472305134344 30.304526424104974, 70.77509765625001 30.298456121869116, 70.780517578125 30.28143952030662, 70.80185546875 30.237665106244116, 70.812255859375 30.22565338749412, 70.81591796875 30.219501043744117, 70.81728515625002 30.21051666874412, 70.81640625 30.20246002811912, 70.805419921875 30.171014715619116, 70.8037109375 30.16229889530662, 70.80185546875 30.10944244999412, 70.80615234375 30.093524481244117, 70.83212250531741 30.057486495217727)",0,1.0,0.0
24,70.83212_30.05749,70.78543_29.81730,Indus,29.84433197900703,"LINESTRING (70.83212250531741 30.057486495217727, 70.83505859375 30.05341217655662, 70.8388671875 30.01837799686912, 70.834228515625 29.946893621869116, 70.83544921875 29.93866608280662, 70.84326171875 29.91657135624412, 70.8447265625 29.90802643436912, 70.84414062500002 29.89996979374412, 70.82998046875002 29.854754949994117, 70.82373046875 29.841424871869116, 70.81298828125 29.82941315311912, 70.805419921875 29.824969793744117, 70.78847656250002 29.819110418744117, 70.78542683389374 29.817296023244182)",0,1.0,0.0
25,70.78543_29.81730,70.63685_29.60369,Indus,29.84433197900612,"LINESTRING (70.78542683389374 29.817296023244182, 70.78076171875 29.81452057499412, 70.77509765625001 29.80890534061912, 70.770751953125 29.80243561405662, 70.76767578125 29.795282293744116, 70.76318359375 29.77167389530662, 70.760498046875 29.765008856244116, 70.75507812500001 29.75812409061912, 70.728271484375 29.73212311405662, 70.701171875 29.696649481244116, 70.68916015625001 29.686151434369116, 70.6689453125 29.673358465619117, 70.6630859375 29.66828034061912, 70.65869140625 29.661249090619116, 70.65341796875 29.63727448124412, 70.63684938961455 29.603689523537113)",0,1.0,0.0
26,70.63685_29.60369,70.71329_29.37555,Indus,29.84433197900679,"LINESTRING (70.63684938961455 29.603689523537113, 70.6353515625 29.60065338749412, 70.6337890625 29.59198639530662, 70.633544921875 29.58246491093162, 70.6357421875 29.564081121869116, 70.64453125 29.54596588749412, 70.659423828125 29.537372137494117, 70.6767578125 29.531366278119116, 70.69287109375 29.52118561405662, 70.70029296875 29.50604889530662, 70.7021484375 29.48615143436912, 70.7001953125 29.44818756718162, 70.701171875 29.43842194218162, 70.7041015625 29.43109772343162, 70.71464843750002 29.416620184369116, 70.71884765625 29.408221746869117, 70.7203125 29.39960358280662, 70.71923828125 29.390741278119116, 70.71630859375 29.381463934369116, 70.71328674896354 29.375546967319494)",0,1.0,0.0
27,70.71329_29.37555,70.66707_29.12675,Indus,29.844331979006903,"LINESTRING (70.71328674896354 29.375546967319494, 70.708740234375 29.36664459843162, 70.68056640625002 29.32453034061912, 70.67626953125 29.307635809369117, 70.675390625 29.27240631718162, 70.672119140625 29.25470612186912, 70.668701171875 29.248065496869117, 70.659423828125 29.236444403119116, 70.648193359375 29.215106512494117, 70.64931640625002 29.187274481244117, 70.651953125 29.17389557499412, 70.66162109375 29.148211981244117, 70.66707196419927 29.126749178850186)",0,1.0,0.0
28,70.66707_29.12675,70.50285_28.95128,Indus,29.84433197900721,"LINESTRING (70.66707196419927 29.126749178850186, 70.66787109375002 29.12360260624412, 70.66787109375002 29.08380768436912, 70.665283203125 29.07062409061912, 70.66015625 29.05878327030662, 70.65214843750002 29.049676824994116, 70.641845703125 29.043817449994116, 70.63037109375 29.04035065311912, 70.59072265625002 29.03363678593162, 70.57753906250002 29.029657293744116, 70.5650390625 29.02326080936912, 70.5552734375 29.015399481244117, 70.5259765625 28.97589752811912, 70.50284763008425 28.951277863731246)",0,1.0,0.0
29,70.50285_28.95128,70.30300_28.81676,Indus,29.84433197900699,"LINESTRING (70.50284763008425 28.951277863731246, 70.47597656250002 28.92267487186912, 70.466064453125 28.916131903119116, 70.4365234375 28.91156647343162, 70.404052734375 28.91559479374412, 70.3736328125 28.91461823124412, 70.35009765625 28.895135809369116, 70.345458984375 28.883417059369116, 70.339111328125 28.85895416874412, 70.33388671875002 28.847528387494116, 70.32626953125 28.83795807499412, 70.30300199228554 28.81676230319773)",0,1.0,0.0
30,70.30300_28.81676,70.08207_28.67729,Indus,29.84433197900673,"LINESTRING (70.30300199228554 28.81676230319773, 70.2763671875 28.792499090619117, 70.25234375000002 28.777606512494117, 70.15673828125 28.74542877811912, 70.144140625 28.73895905155662, 70.13271484375002 28.72894928593162, 70.10732421875002 28.692401434369117, 70.09580078125 28.682635809369117, 70.08206687010482 28.677285782224676)",0,1.0,0.0
31,70.08207_28.67729,69.88257_28.54229,Indus,29.844331979006217,"LINESTRING (70.08206687010482 28.677285782224676, 70.0546875 28.666620184369116, 70.04306640625 28.65924713749412, 70.037353515625 28.650262762494116, 70.03554687500002 28.639276434369116, 70.03652343750002 28.62592194218162, 70.028564453125 28.597919012494117, 70.00302734375 28.58673737186912, 69.94091796875 28.581659246869116, 69.9267578125 28.57697174686912, 69.9150390625 28.56952545780662, 69.8935546875 28.55011627811912, 69.88256691837204 28.54228870807662)",0,1.0,0.0
32,69.88257_28.54229,69.69879_28.38642,Indus,29.844331979007386,"LINESTRING (69.88256691837204 28.54228870807662, 69.88251953125001 28.542254949994117, 69.87119140625 28.538446356244116, 69.82363281250002 28.53351471561912, 69.8017578125 28.528436590619116, 69.781005859375 28.52045319218162, 69.76220703125 28.50910065311912, 69.7525390625 28.499872137494116, 69.746337890625 28.489764715619117, 69.72470703125 28.41608307499412, 69.716552734375 28.40119049686912, 69.708251953125 28.391864324994117, 69.69879403289809 28.38641792068727)",0,1.0,0.0
33,69.69879_28.38642,69.49930_28.22054,Indus,29.844331979007123,"LINESTRING (69.69879403289809 28.38641792068727, 69.6783203125 28.374627996869116, 69.669189453125 28.36603424686912, 69.6626953125 28.355487371869117, 69.652587890625 28.332391668744116, 69.64501953125 28.32062409061912, 69.58535156250002 28.25861237186912, 69.57333984375 28.250262762494117, 69.5611328125 28.24567291874412, 69.5357421875 28.23969147343162, 69.52353515625 28.234979559369116, 69.5 28.220819403119116, 69.49930054342704 28.22054381722937)",0,1.0,0.0
34,69.49930_28.22054,69.29196_28.16882,Indus,29.84433197900668,"LINESTRING (69.49930054342704 28.22054381722937, 69.48779296875 28.21600983280662, 69.473876953125 28.21539948124412, 69.43271484375 28.23187897343162, 69.41953125 28.232440496869117, 69.41054687500002 28.22577545780662, 69.40566406250002 28.21417877811912, 69.40048828125 28.18964264530662, 69.395751953125 28.176044012494117, 69.38876953125 28.162958074994116, 69.37900390625 28.152362371869117, 69.36591796875001 28.14630768436912, 69.33828125000002 28.15045807499412, 69.31201171875 28.16400787968162, 69.2919551080555 28.168817373062442)",0,1.0,0.0
35,69.29196_28.16882,69.07757_28.06357,Indus,29.84433197900685,"LINESTRING (69.2919551080555 28.168817373062442, 69.2880859375 28.16974518436912, 69.26708984375 28.15070221561912, 69.259375 28.13812897343162, 69.2505859375 28.12933991093162, 69.23935546875 28.12409088749412, 69.224365234375 28.121942449994116, 69.19482421875 28.12189362186912, 69.18076171875 28.118768621869116, 69.169189453125 28.11017487186912, 69.162841796875 28.098504949994116, 69.1533203125 28.07343170780662, 69.144775390625 28.06281159061912, 69.13134765625 28.056170965619117, 69.116943359375 28.05499909061912, 69.07757120534143 28.06356805885094)",0,1.0,0.0
36,69.07757_28.06357,68.93207_27.94748,Indus,29.8443319790072,"LINESTRING (69.07757120534143 28.06356805885094, 69.07431640625 28.06427643436912, 69.061279296875 28.06561920780662, 69.0484375 28.06513092655662, 69.034912109375 28.06268952030662, 69.03623046875 28.034930731244117, 69.03554687500002 28.03058502811912, 69.026123046875 28.00177643436912, 69.021875 27.99249909061912, 69.01611328125 27.98407623905662, 68.99892578125002 27.97211334843162, 68.98085937500002 27.970965887494117, 68.932861328125 27.98590729374412, 68.92783203125 27.98651764530662, 68.92255859375001 27.98432037968162, 68.918701171875 27.97968170780662, 68.91748046875 27.974237371869116, 68.918212890625 27.96845123905662, 68.92041015625 27.962909246869117, 68.9267578125 27.952997137494116, 68.93206755105048 27.947479487494373)",0,1.0,0.0
37,68.93207_27.94748,68.90117_27.76991,Indus,29.844331979005386,"LINESTRING (68.93206755105048 27.947479487494373, 68.94296875 27.936151434369116, 68.94960937500002 27.926288153119117, 68.95361328125 27.91522858280662, 68.955078125 27.90375397343162, 68.95351562500002 27.88043854374412, 68.949951171875 27.868280340619116, 68.943115234375 27.86163971561912, 68.933203125 27.85858795780662, 68.8951171875 27.85370514530662, 68.88271484375002 27.84943268436912, 68.87324218750001 27.84259674686912, 68.870361328125 27.837909246869117, 68.86259765625002 27.82001373905662, 68.8609375 27.813592840619116, 68.86074218750002 27.80756256718162, 68.863037109375 27.79498932499412, 68.8779296875 27.78253815311912, 68.884033203125 27.78241608280662, 68.89072265625 27.78021881718162, 68.89609375 27.776141668744117, 68.898193359375 27.770526434369117, 68.90116813763655 27.76990638133197)",0,1.0,0.0
38,68.90117_27.76991,68.78102_27.67316,Indus,29.84433197900664,"LINESTRING (68.90116813763655 27.76990638133197, 68.91787109375002 27.76642487186912, 68.940673828125 27.758661199994116, 68.95556640625 27.745868231244117, 68.9517578125 27.726434637494116, 68.9326171875 27.71027252811912, 68.882080078125 27.69147369999412, 68.83583984375002 27.667987371869117, 68.81337890625002 27.663104559369117, 68.791015625 27.66693756718162, 68.78102066963339 27.67315689513552)",0,1.0,0.0
39,68.78102_27.67316,68.63831_27.70668,Indus,29.844331979007418,"LINESTRING (68.78102066963339 27.67315689513552, 68.76884765625002 27.68073151249412, 68.74990234375002 27.699725653119117, 68.734375 27.721698309369117, 68.717041015625 27.766864324994117, 68.69921875 27.78485748905662, 68.676513671875 27.79035065311912, 68.657958984375 27.78168366093162, 68.652099609375 27.757196356244116, 68.6552734375 27.73273346561912, 68.65371093750002 27.72113678593162, 68.64658203125 27.711053778119116, 68.63830971446627 27.706677574820574)",0,1.0,0.0
40,68.63831_27.70668,68.41704_27.62784,Indus,29.84433197900716,"LINESTRING (68.63830971446627 27.706677574820574, 68.63564453125002 27.70526764530662, 68.623046875 27.70319244999412, 68.6099609375 27.70380280155662, 68.57587890625001 27.710077215619116, 68.56552734375 27.70954010624412, 68.5546875 27.70551178593162, 68.542578125 27.696405340619116, 68.5220703125 27.67426178593162, 68.51064453125002 27.66474030155662, 68.48876953125 27.662469793744116, 68.46816406250002 27.67218659061912, 68.44970703125 27.67658112186912, 68.433837890625 27.65802643436912, 68.42431640625 27.63544342655662, 68.41703746193609 27.62784199736804)",0,1.0,0.0
