edge_id,from_node_id,to_node_id,river_name,length_km,wkt,edge_type,correlation,elev_delta
221,76.78037_34.38092,77.01951_34.29572,Indus,29.29422849753967,"LINESTRING (76.78036530569574 34.3809175501839, 76.78857421875 34.371698309369116, 76.8427734375 34.33034088749412, 76.8876953125 34.311151434369116, 76.904296875 34.30787994999412, 76.989990234375 34.30787994999412, 77.01951381348539 34.29572318212514)",0,1.0,0.0
222,77.01951_34.29572,77.24233_34.19822,Indus,29.2942284975401,"LINESTRING (77.01951381348539 34.29572318212514, 77.031494140625 34.29079010624412, 77.032470703125 34.27882721561912, 77.0361328125 34.26886627811912, 77.04335937500002 34.26198151249412, 77.07070312500002 34.25556061405662, 77.11269531250002 34.23756744999412, 77.13388671875003 34.23212311405662, 77.14345703125002 34.23390534061912, 77.15468750000002 34.23725006718162, 77.1640625 34.23737213749412, 77.16796875 34.22902252811912, 77.1728515625 34.22199127811912, 77.18408203125 34.21649811405662, 77.19677734375 34.21295807499412, 77.217041015625 34.20990631718162, 77.23349609375003 34.201288153119116, 77.24232950654267 34.198220172501536)",0,1.0,0.0
223,77.24233_34.19822,77.46824_34.13093,Indus,29.294228497538857,"LINESTRING (77.24232950654267 34.198220172501536, 77.248046875 34.19623444218162, 77.252197265625 34.19391510624412, 77.257080078125 34.19183991093162, 77.263671875 34.19118073124412, 77.26914062500003 34.19337799686912, 77.272705078125 34.202020574994116, 77.27734375 34.204217840619116, 77.299560546875 34.202997137494116, 77.319580078125 34.196161199994116, 77.333740234375 34.18239166874412, 77.33935546875 34.16017487186912, 77.42128906250002 34.12909577030662, 77.43359375 34.12848541874412, 77.466552734375 34.13043854374412, 77.4682447195335 34.130929108368846)",0,1.0,0.0
224,77.46824_34.13093,77.68100_33.99922,Indus,29.294228497538967,"LINESTRING (77.4682447195335 34.130929108368846, 77.48886718750003 34.13690827030662, 77.49755859375 34.13507721561912, 77.50527343750002 34.131219793744116, 77.5341796875 34.12453034061912, 77.55615234375 34.11347077030662, 77.59326171875 34.08815338749412, 77.660400390625 34.02931549686912, 77.68100376209034 33.99922499156624)",0,1.0,0.0
225,77.68100_33.99922,77.84635_33.79409,Indus,29.294228497540093,"LINESTRING (77.68100376209034 33.99922499156624, 77.73388671875 33.921991278119116, 77.84634739033034 33.79409482808657)",0,1.0,0.0
226,77.84635_33.79409,78.05540_33.64368,Indus,29.29422849753873,"LINESTRING (77.84634739033034 33.79409482808657, 77.8583984375 33.780389715619116, 77.870361328125 33.77345612186912, 77.88417968750002 33.769159246869116, 77.94257812500001 33.73871491093162, 77.958740234375 33.72284577030662, 77.99648437500002 33.673944403119116, 78.0078125 33.66359284061912, 78.0224609375 33.65944244999412, 78.05539508026867 33.643679562583465)",0,1.0,0.0
227,78.05540_33.64368,78.17379_33.45209,Indus,29.294228497539933,"LINESTRING (78.05539508026867 33.643679562583465, 78.06699218750003 33.63812897343162, 78.079833984375 33.62885162968162, 78.0908203125 33.60553619999412, 78.09248046875001 33.58839752811912, 78.100830078125 33.57782623905662, 78.13134765625 33.57423737186912, 78.14980468750002 33.566522528119116, 78.15781250000003 33.547967840619116, 78.15839843750001 33.52533600468162, 78.14912109375001 33.479852606244116, 78.15224609375002 33.46893952030662, 78.16259765625 33.46185944218162, 78.1737893487039 33.45209139884134)",0,1.0,0.0
228,78.17379_33.45209,78.39126_33.31618,Indus,29.29422849753905,"LINESTRING (78.1737893487039 33.45209139884134, 78.19580078125 33.43287994999412, 78.251708984375 33.39667389530662, 78.27656250000001 33.37428619999412, 78.291015625 33.36549713749412, 78.30947265625002 33.361932684369116, 78.33583984375002 33.36029694218162, 78.35302734375 33.35468170780662, 78.36630859375003 33.34406159061912, 78.39126331315683 33.316178199986076)",0,1.0,0.0
229,78.39126_33.31618,78.61658_33.19920,Indus,29.29422849754015,"LINESTRING (78.39126331315683 33.316178199986076, 78.40625 33.299432684369116, 78.43349609375002 33.28241608280662, 78.51123046875 33.25954010624412, 78.53828125000001 33.24757721561912, 78.54873046875002 33.24586823124412, 78.55908203125 33.24042389530662, 78.570556640625 33.21649811405662, 78.57666015625 33.21112702030662, 78.59238281250003 33.207879949994116, 78.61657692730566 33.19920075971582)",0,1.0,0.0
230,78.61658_33.19920,78.86342_33.18685,Indus,29.29422849753927,"LINESTRING (78.61657692730566 33.19920075971582, 78.7109375 33.16535065311912, 78.734375 33.16327545780662, 78.76083984375003 33.15228912968162, 78.771875 33.14967682499412, 78.78652343750002 33.14996979374412, 78.79775390625002 33.15309479374412, 78.86341726190676 33.18684906717037)",0,1.0,0.0
231,78.86342_33.18685,79.08152_33.09675,Indus,29.29422849753928,"LINESTRING (78.86341726190676 33.18684906717037, 78.89853515625003 33.20490143436912, 78.906982421875 33.20673248905662, 78.9150390625 33.21039459843162, 78.924072265625 33.21283600468162, 78.935791015625 33.21112702030662, 78.955322265625 33.20123932499412, 79.08151756344456 33.096747077554596)",0,1.0,0.0
232,79.08152_33.09675,79.28413_32.94027,Indus,29.294228497540058,"LINESTRING (79.08151756344456 33.096747077554596, 79.100830078125 33.08075592655662, 79.15234375 33.01539948124412, 79.181884765625 32.98932526249412, 79.224365234375 32.97089264530662, 79.26884765624999 32.95783112186912, 79.273681640625 32.95460846561912, 79.28412521933271 32.940266592555126)",0,1.0,0.0
233,79.28413_32.94027,79.43726_32.73810,Indus,29.29422849753886,"LINESTRING (79.28412521933271 32.940266592555126, 79.28427734375003 32.940057684369116, 79.28925781250001 32.93678619999412, 79.30859375 32.92816803593162, 79.31787109375 32.90827057499412, 79.327392578125 32.86847565311912, 79.33642578125 32.86041901249412, 79.35693359375 32.850702215619116, 79.39931640625002 32.79274323124412, 79.42236328125 32.75270416874412, 79.437255859375 32.73810455936912)",0,1.0,0.0
234,76.82544_32.32726,76.58533_32.30862,,29.06055709260593,"LINESTRING (76.825439453125 32.327264715619116, 76.76748046875002 32.30304596561912, 76.74658203125 32.299920965619116, 76.73583984375 32.30206940311912, 76.71728515625 32.31146881718162, 76.705322265625 32.313592840619116, 76.69589843750003 32.31098053593162, 76.69091796875 32.30499909061912, 76.687255859375 32.29816315311912, 76.68212890625 32.293085028119116, 76.64248046875002 32.28729889530662, 76.6015625 32.29933502811912, 76.58532717408289 32.30861852565151)",0,1.0,0.0
235,76.58533_32.30862,76.39738_32.45153,,29.06055709260758,"LINESTRING (76.58532717408289 32.30861852565151, 76.56484375000002 32.32033112186912, 76.5380859375 32.34149811405662, 76.518310546875 32.36232330936912, 76.5107421875 32.36823151249412, 76.48164062500001 32.38629791874412, 76.4765625 32.39210846561912, 76.4755859375 32.41449616093162, 76.470458984375 32.43268463749412, 76.4580078125 32.44679596561912, 76.43505859375 32.45697662968162, 76.416015625 32.45734284061912, 76.3973750783886 32.45153205294088)",0,1.0,0.0
236,76.39738_32.45153,76.15873_32.50126,,29.06055709260661,"LINESTRING (76.3973750783886 32.45153205294088, 76.37646484375 32.44501373905662, 76.3525390625 32.44391510624412, 76.33056640625 32.451532293744116, 76.30429687500003 32.473504949994116, 76.28076171875 32.47809479374412, 76.216552734375 32.46796295780662, 76.19482421875 32.47064850468162, 76.18105468750002 32.47931549686912, 76.15872831127872 32.50125840479653)",0,1.0,0.0
237,76.15873_32.50126,75.96358_32.61223,,29.060557092606015,"LINESTRING (76.15872831127872 32.50125840479653, 76.1298828125 32.52960846561912, 76.12060546875 32.54584381718162, 76.1103515625 32.583612371869116, 76.10068359375003 32.60028717655662, 76.082763671875 32.614862371869116, 76.06435546875002 32.620965887494116, 76.04443359375 32.62152741093162, 75.979736328125 32.61085846561912, 75.9677734375 32.61134674686912, 75.96357927743252 32.61222926804999)",0,1.0,0.0
238,75.96358_32.61223,75.77033_32.47281,,29.060557092606743,"LINESTRING (75.96357927743252 32.61222926804999, 75.9443359375 32.61627838749412, 75.9341796875 32.61701080936912, 75.912841796875 32.61061432499412, 75.8955078125 32.59686920780662, 75.8658203125 32.56061432499412, 75.8671875 32.54755280155662, 75.85498046875 32.52631256718162, 75.839111328125 32.50661041874412, 75.82861328125 32.497919012494116, 75.81787109375 32.49481842655662, 75.79755859375001 32.48114655155662, 75.77032748233752 32.472811738635464)",0,1.0,0.0
239,75.77033_32.47281,75.55438_32.35894,,29.06055709260604,"LINESTRING (75.77032748233752 32.472811738635464, 75.742919921875 32.46442291874412, 75.73681640625 32.455926824994116, 75.73251953125 32.43720123905662, 75.72929687500002 32.42963287968162, 75.72314453125 32.42426178593162, 75.7056640625 32.41286041874412, 75.6982421875 32.40607330936912, 75.68251953125002 32.39984772343162, 75.6119140625 32.39552643436912, 75.5732421875 32.37470123905662, 75.55438296576732 32.35893733280221)",0,1.0,0.0
240,75.55438_32.35894,75.35758_32.19701,,29.060557092605706,"LINESTRING (75.55438296576732 32.35893733280221, 75.53798828125002 32.34523346561912, 75.464453125 32.252801824994116, 75.45556640625 32.24469635624412, 75.41943359375 32.226434637494116, 75.4140625 32.22077057499412, 75.4033203125 32.21198151249412, 75.35758241139699 32.1970102475685)",0,1.0,0.0
241,75.35758_32.19701,75.15088_32.09062,,29.060557092607773,"LINESTRING (75.35758241139699 32.1970102475685, 75.33828125000002 32.19069244999412, 75.32861328125 32.17902252811912, 75.3203125 32.16535065311912, 75.30996093750002 32.15387604374412, 75.294189453125 32.14911530155662, 75.262939453125 32.15114166874412, 75.24951171875 32.14911530155662, 75.22607421875 32.14227936405662, 75.19521484375002 32.128778387494116, 75.17275390625002 32.10993073124412, 75.17373046875002 32.087030340619116, 75.16103515625002 32.08820221561912, 75.15088207645144 32.09061706018009)",0,1.0,0.0
242,75.15088_32.09062,74.94975_32.03190,,29.060557092606565,"LINESTRING (75.15088207645144 32.09061706018009, 75.137939453125 32.09369537968162, 75.12939453125 32.090448309369116, 75.11855468750002 32.08124420780662, 75.1099609375 32.07782623905662, 75.10166015625 32.07831452030662, 75.04052734375 32.09821198124412, 75.022216796875 32.09491608280662, 75.02978515625 32.066522528119116, 75.019775390625 32.06610748905662, 74.9951171875 32.06757233280662, 74.98574218750002 32.06342194218162, 74.97802734375 32.053583074994116, 74.9736328125 32.04518463749412, 74.9673828125 32.03815338749412, 74.95517578125 32.03241608280662, 74.9497513738692 32.03189765352978)",0,1.0,0.0
243,74.94975_32.03190,74.74944_31.94147,,29.060557092606103,"LINESTRING (74.9497513738692 32.03189765352978, 74.930908203125 32.03009674686912, 74.90839843750001 32.032098699994116, 74.888671875 32.02912018436912, 74.872802734375 32.01190827030662, 74.82822265625 32.02565338749412, 74.810791015625 32.00392487186912, 74.802001953125 31.96906159061912, 74.78330078125 31.94306061405662, 74.76259765625002 31.93915436405662, 74.74943931723614 31.941466770572664)",0,1.0,0.0
244,74.74944_31.94147,74.54377_31.81666,,29.060557092605887,"LINESTRING (74.74943931723614 31.941466770572664, 74.697998046875 31.95050690311912, 74.66953125 31.904413153119116, 74.65673828125 31.895868231244116, 74.640625 31.89081452030662, 74.5650390625 31.84076569218162, 74.55009765625002 31.82721588749412, 74.54376626506158 31.816663568846714)",0,1.0,0.0
245,74.54377_31.81666,74.36937_31.67024,,29.060557092606626,"LINESTRING (74.54376626506158 31.816663568846714, 74.54042968750002 31.81110260624412, 74.53701171875002 31.78912994999412, 74.53662109375 31.77594635624412, 74.53466796875 31.771356512494116, 74.530517578125 31.768085028119117, 74.522705078125 31.758661199994116, 74.52089843750002 31.75397369999412, 74.51796875000002 31.74201080936912, 74.515869140625 31.73761627811912, 74.51279296875 31.735370184369117, 74.50498046875 31.732196356244117, 74.50283203125002 31.73078034061912, 74.4921875 31.71478912968162, 74.47929687500002 31.700311590619116, 74.46279296875002 31.69440338749412, 74.44140625 31.70404694218162, 74.420654296875 31.692645574994117, 74.40478515625 31.68134186405662, 74.387451171875 31.672723699994116, 74.36936887455408 31.670236940048213)",0,1.0,0.0
246,74.36937_31.67024,74.20329_31.49530,,29.060557092606565,"LINESTRING (74.36936887455408 31.670236940048213, 74.36259765625002 31.669305731244116, 74.34365234375002 31.661737371869116, 74.3248046875 31.62848541874412, 74.3076171875 31.62091705936912, 74.292578125 31.597284246869116, 74.28994140625002 31.590448309369116, 74.28652343750002 31.57782623905662, 74.278076171875 31.569842840619117, 74.22207031250002 31.544208074994117, 74.21142578125 31.53522369999412, 74.20517578125 31.525995184369116, 74.20351562500002 31.51776764530662, 74.20332031250001 31.50897858280662, 74.20329286301033 31.495301959972807)",0,1.0,0.0
247,74.59408_34.37963,74.59385_34.37990,Jhelum,0.0395190182863642,"LINESTRING (74.5940800942665 34.379634493834544, 74.593994140625 34.37970612186912, 74.59384765625 34.37990143436912)",0,1.0,0.0
248,74.59408_34.37963,74.59385_34.37990,Jhelum,0.0392890894342611,"LINESTRING (74.5940800942665 34.379634493834544, 74.59384765625 34.37990143436912)",0,1.0,0.0
249,75.36621_33.44445,75.17883_33.60813,Jhelum,29.234505736028225,"LINESTRING (75.3662109375 33.444452215619116, 75.35693359375 33.47724030155662, 75.3525390625 33.48480866093162, 75.3427734375 33.49225494999412, 75.32460937500002 33.496698309369116, 75.314697265625 33.50221588749412, 75.24951171875 33.55372955936912, 75.2076171875 33.56959869999412, 75.18857421875 33.582879949994116, 75.18056640625002 33.60524323124412, 75.17882503835305 33.60812737182347)",0,1.0,0.0
250,75.17883_33.60813,75.07404_33.82855,Jhelum,29.23450573602777,"LINESTRING (75.17882503835305 33.60812737182347, 75.17431640625 33.615594793744116, 75.1328125 33.669794012494116, 75.1099609375 33.69537994999412, 75.10546875 33.70453522343162, 75.1064453125 33.717401434369116, 75.1109375 33.72609284061912, 75.1162109375 33.73334381718162, 75.11855468750002 33.74237702030662, 75.1162109375 33.76344635624412, 75.11005859375001 33.78297760624412, 75.1015625 33.80023834843162, 75.09189453125 33.81439850468162, 75.085205078125 33.820672918744116, 75.0740376328061 33.82854890649535)",0,1.0,0.0
251,75.07404_33.82855,74.90531_34.00064,Jhelum,29.23450573602895,"LINESTRING (75.0740376328061 33.82854890649535, 75.066650390625 33.83375885624412, 75.01953125 33.87958405155662, 75.00732421875 33.89850494999412, 74.994140625 33.935907293744116, 74.98261718750001 33.95094635624412, 74.96376953125002 33.957635809369116, 74.91640625000002 33.96491119999412, 74.9068359375 33.97516510624412, 74.905517578125 34.00001862186912, 74.90530887686164 34.000636620755756)",0,1.0,0.0
252,74.90531_34.00064,74.70127_34.16067,Jhelum,29.23450573602856,"LINESTRING (74.90530887686164 34.000636620755756, 74.90048828125 34.01491119999412, 74.89013671875 34.02606842655662, 74.71748046875001 34.14015534061912, 74.70127160417931 34.16066730901112)",0,1.0,0.0
253,74.70127_34.16067,74.59408_34.37963,Jhelum,29.23450573602783,"LINESTRING (74.70127160417931 34.16066730901112, 74.639404296875 34.23895905155662, 74.62548828125 34.25153229374412, 74.620703125 34.25849030155662, 74.61875 34.27003815311912, 74.62099609375002 34.28204987186912, 74.63037109375 34.30202057499412, 74.63251953125001 34.31098053593162, 74.629638671875 34.33307526249412, 74.62197265625002 34.34760162968162, 74.5940800942665 34.379634493834544)",0,1.0,0.0
254,74.59414_34.37958,74.59408_34.37963,Jhelum,0.0087460626237726,"LINESTRING (74.59414062500002 34.37958405155662, 74.5940800942665 34.379634493834544)",0,1.0,0.0
255,79.42979_32.74499,79.58418_32.59555,Indus,23.886717331848068,"LINESTRING (79.42978515625003 32.744989324994116, 79.46152343750003 32.707391668744116, 79.58418410814363 32.595552357857144)",0,1.0,0.0
256,79.58418_32.59555,79.73462_32.44392,Indus,23.886717331848963,"LINESTRING (79.58418410814363 32.595552357857144, 79.67626953125 32.511590887494116, 79.71962890625002 32.45246002811912, 79.734619140625 32.44391510624412)",0,1.0,0.0
257,81.29370_30.79230,81.37568_30.75812,Sutlej,10.29707313579808,"LINESTRING (81.293701171875 30.79230377811912, 81.30283203125003 30.786249090619116, 81.322509765625 30.76813385624412, 81.33095703125002 30.76434967655662, 81.3544921875 30.764422918744117, 81.365234375 30.76264069218162, 81.37568359375001 30.75812409061912)",0,1.0,0.0
258,81.29468_30.79169,81.29370_30.79230,Sutlej,0.1278286017649271,"LINESTRING (81.294677734375 30.79169342655662, 81.293701171875 30.79230377811912)",0,1.0,0.0
259,67.53232_24.06049,67.65088_23.93122,Correlated_Link,18.752789428397545,"LINESTRING (67.53232421875 24.06049225468162, 67.65087890625 23.93121979374412)",2,0.9615193991677013,1.0
260,67.65088_23.93122,67.53232_24.06049,Correlated_Link,18.752789428397545,"LINESTRING (67.53232421875 24.06049225468162, 67.65087890625 23.93121979374412)",2,0.9615193991677013,1.0
261,67.53232_24.06049,67.66311_24.10854,Correlated_Link,14.311191900075308,"LINESTRING (67.53232421875 24.06049225468162, 67.66311003853743 24.10853622200056)",2,0.9811111539771668,2.0
262,67.66311_24.10854,67.53232_24.06049,Correlated_Link,14.311191900075308,"LINESTRING (67.53232421875 24.06049225468162, 67.66311003853743 24.10853622200056)",2,0.9811111539771668,2.0
263,67.53232_24.06049,67.71338_24.06642,Correlated_Link,18.394579250844,"LINESTRING (67.53232421875 24.06049225468162, 67.71337890625 24.06642487186912)",2,0.950379676035829,1.0
264,67.71338_24.06642,67.53232_24.06049,Correlated_Link,18.394579250844,"LINESTRING (67.53232421875 24.06049225468162, 67.71337890625 24.06642487186912)",2,0.950379676035829,1.0
265,67.53232_24.06049,67.76016_24.05285,Correlated_Link,23.148941062809303,"LINESTRING (67.53232421875 24.06049225468162, 67.76015625000002 24.052850653119123)",2,0.950379676035829,0.0
266,67.76016_24.05285,67.53232_24.06049,Correlated_Link,23.148941062809303,"LINESTRING (67.53232421875 24.06049225468162, 67.76015625000002 24.052850653119123)",2,0.950379676035829,0.0
267,67.53232_24.06049,67.78163_24.26962,Correlated_Link,34.357471053578806,"LINESTRING (67.53232421875 24.06049225468162, 67.78163150391887 24.269616733762884)",2,0.8835747042587789,0.0
268,67.78163_24.26962,67.53232_24.06049,Correlated_Link,34.357471053578806,"LINESTRING (67.53232421875 24.06049225468162, 67.78163150391887 24.269616733762884)",2,0.8835747042587789,0.0
269,67.53232_24.06049,67.78862_24.06819,Correlated_Link,26.03571054384881,"LINESTRING (67.53232421875 24.06049225468162, 67.78861734071998 24.068190794633573)",2,0.8860928493615393,1.0
270,67.78862_24.06819,67.53232_24.06049,Correlated_Link,26.03571054384881,"LINESTRING (67.53232421875 24.06049225468162, 67.78861734071998 24.068190794633573)",2,0.8860928493615393,1.0
271,67.53232_24.06049,67.85752_23.90949,Correlated_Link,37.059568890982064,"LINESTRING (67.53232421875 24.06049225468162, 67.85751953125 23.90949127811912)",2,0.948878671349188,1.0
272,67.85752_23.90949,67.53232_24.06049,Correlated_Link,37.059568890982064,"LINESTRING (67.53232421875 24.06049225468162, 67.85751953125 23.90949127811912)",2,0.948878671349188,1.0
273,67.53232_24.06049,67.86798_24.36578,Correlated_Link,48.073583728706474,"LINESTRING (67.53232421875 24.06049225468162, 67.86798495234967 24.365776578950623)",2,0.8447710502510557,6.0
274,67.86798_24.36578,67.53232_24.06049,Correlated_Link,48.073583728706474,"LINESTRING (67.53232421875 24.06049225468162, 67.86798495234967 24.365776578950623)",2,0.8447710502510557,6.0
275,67.53232_24.06049,67.92585_23.98244,Correlated_Link,40.8997779706521,"LINESTRING (67.53232421875 24.06049225468162, 67.925850885484 23.982442809835344)",2,0.8609523735030391,1.0
276,67.92585_23.98244,67.53232_24.06049,Correlated_Link,40.8997779706521,"LINESTRING (67.53232421875 24.06049225468162, 67.925850885484 23.982442809835344)",2,0.8609523735030391,1.0
277,67.53232_24.06049,67.92676_23.98493,Correlated_Link,40.931737105746606,"LINESTRING (67.53232421875 24.06049225468162, 67.9267578125 23.98493073124412)",2,0.8609523735030391,1.0
278,67.92676_23.98493,67.53232_24.06049,Correlated_Link,40.931737105746606,"LINESTRING (67.53232421875 24.06049225468162, 67.9267578125 23.98493073124412)",2,0.8609523735030391,1.0
279,67.53232_24.06049,67.95635_23.99946,Correlated_Link,43.594455539408976,"LINESTRING (67.53232421875 24.06049225468162, 67.95634765625002 23.99945709843162)",2,0.8609523735030391,1.0
280,67.95635_23.99946,67.53232_24.06049,Correlated_Link,43.594455539408976,"LINESTRING (67.53232421875 24.06049225468162, 67.95634765625002 23.99945709843162)",2,0.8609523735030391,1.0
281,67.53232_24.06049,67.95841_24.51616,Correlated_Link,66.57424840224611,"LINESTRING (67.53232421875 24.06049225468162, 67.95841143374847 24.516155916160983)",2,0.7827316948561199,7.0
282,67.95841_24.51616,67.53232_24.06049,Correlated_Link,66.57424840224611,"LINESTRING (67.53232421875 24.06049225468162, 67.95841143374847 24.516155916160983)",2,0.7827316948561199,7.0
283,67.53232_24.06049,68.00467_24.73842,Correlated_Link,89.27613055862287,"LINESTRING (67.53232421875 24.06049225468162, 68.00466930877708 24.73841747748788)",2,0.7593370447427773,3.0
284,68.00467_24.73842,67.53232_24.06049,Correlated_Link,89.27613055862287,"LINESTRING (67.53232421875 24.06049225468162, 68.00466930877708 24.73841747748788)",2,0.7593370447427773,3.0
285,67.53232_24.06049,68.02451_23.93366,Correlated_Link,51.949239875352845,"LINESTRING (67.53232421875 24.06049225468162, 68.02451171875 23.93366119999412)",2,0.8906534502139581,1.0
286,68.02451_23.93366,67.53232_24.06049,Correlated_Link,51.949239875352845,"LINESTRING (67.53232421875 24.06049225468162, 68.02451171875 23.93366119999412)",2,0.8906534502139581,1.0
287,67.65088_23.93122,67.66311_24.10854,Correlated_Link,19.75578342881562,"LINESTRING (67.65087890625 23.93121979374412, 67.66311003853743 24.10853622200056)",2,0.9285392754518311,3.0
288,67.66311_24.10854,67.65088_23.93122,Correlated_Link,19.75578342881562,"LINESTRING (67.65087890625 23.93121979374412, 67.66311003853743 24.10853622200056)",2,0.9285392754518311,3.0
289,67.65088_23.93122,67.66363_24.10645,Correlated_Link,19.52818964699917,"LINESTRING (67.65087890625 23.93121979374412, 67.66363449836902 24.106454116469116)",2,0.9285392754518311,3.0
290,67.66363_24.10645,67.65088_23.93122,Correlated_Link,19.52818964699917,"LINESTRING (67.65087890625 23.93121979374412, 67.66363449836902 24.106454116469116)",2,0.9285392754518311,3.0
291,67.65088_23.93122,67.76016_24.05285,Correlated_Link,17.497321509123214,"LINESTRING (67.65087890625 23.93121979374412, 67.76015625000002 24.052850653119123)",2,0.9067746028962563,1.0
292,67.76016_24.05285,67.65088_23.93122,Correlated_Link,17.497321509123214,"LINESTRING (67.65087890625 23.93121979374412, 67.76015625000002 24.052850653119123)",2,0.9067746028962563,1.0
293,67.65088_23.93122,67.78163_24.26962,Correlated_Link,39.89993310772688,"LINESTRING (67.65087890625 23.93121979374412, 67.78163150391887 24.269616733762884)",2,0.7980792614798495,1.0
294,67.78163_24.26962,67.65088_23.93122,Correlated_Link,39.89993310772688,"LINESTRING (67.65087890625 23.93121979374412, 67.78163150391887 24.269616733762884)",2,0.7980792614798495,1.0
295,67.65088_23.93122,67.78862_24.06819,Correlated_Link,20.681773321358445,"LINESTRING (67.65087890625 23.93121979374412, 67.78861734071998 24.068190794633573)",2,0.8536753160361232,2.0
296,67.78862_24.06819,67.65088_23.93122,Correlated_Link,20.681773321358445,"LINESTRING (67.65087890625 23.93121979374412, 67.78861734071998 24.068190794633573)",2,0.8536753160361232,2.0
297,67.65088_23.93122,67.85752_23.90949,Correlated_Link,21.142365147118106,"LINESTRING (67.65087890625 23.93121979374412, 67.85751953125 23.90949127811912)",2,0.9419796647360594,0.0
298,67.85752_23.90949,67.65088_23.93122,Correlated_Link,21.142365147118106,"LINESTRING (67.65087890625 23.93121979374412, 67.85751953125 23.90949127811912)",2,0.9419796647360594,0.0
299,67.65088_23.93122,67.86798_24.36578,Correlated_Link,53.104810890647116,"LINESTRING (67.65087890625 23.93121979374412, 67.86798495234967 24.365776578950623)",2,0.7559621181011541,7.0
300,67.86798_24.36578,67.65088_23.93122,Correlated_Link,53.104810890647116,"LINESTRING (67.65087890625 23.93121979374412, 67.86798495234967 24.365776578950623)",2,0.7559621181011541,7.0
301,67.65088_23.93122,67.92585_23.98244,Correlated_Link,28.516072061745096,"LINESTRING (67.65087890625 23.93121979374412, 67.925850885484 23.982442809835344)",2,0.8336629626975228,0.0
302,67.92585_23.98244,67.65088_23.93122,Correlated_Link,28.516072061745096,"LINESTRING (67.65087890625 23.93121979374412, 67.925850885484 23.982442809835344)",2,0.8336629626975228,0.0
303,67.65088_23.93122,67.92676_23.98493,Correlated_Link,28.662478276194612,"LINESTRING (67.65087890625 23.93121979374412, 67.9267578125 23.98493073124412)",2,0.8336629626975228,0.0
304,67.92676_23.98493,67.65088_23.93122,Correlated_Link,28.662478276194612,"LINESTRING (67.65087890625 23.93121979374412, 67.9267578125 23.98493073124412)",2,0.8336629626975228,0.0
305,67.65088_23.93122,67.95635_23.99946,Correlated_Link,31.952334951868835,"LINESTRING (67.65087890625 23.93121979374412, 67.95634765625002 23.99945709843162)",2,0.8336629626975228,0.0
306,67.95635_23.99946,67.65088_23.93122,Correlated_Link,31.952334951868835,"LINESTRING (67.65087890625 23.93121979374412, 67.95634765625002 23.99945709843162)",2,0.8336629626975228,0.0
307,67.65088_23.93122,67.95841_24.51616,Correlated_Link,72.13147634128798,"LINESTRING (67.65087890625 23.93121979374412, 67.95841143374847 24.516155916160983)",2,0.7212248640592851,8.0
308,67.95841_24.51616,67.65088_23.93122,Correlated_Link,72.13147634128798,"LINESTRING (67.65087890625 23.93121979374412, 67.95841143374847 24.516155916160983)",2,0.7212248640592851,8.0
309,67.65088_23.93122,68.00467_24.73842,Correlated_Link,96.6487620972988,"LINESTRING (67.65087890625 23.93121979374412, 68.00466930877708 24.73841747748788)",2,0.7208038737159737,4.0
310,68.00467_24.73842,67.65088_23.93122,Correlated_Link,96.6487620972988,"LINESTRING (67.65087890625 23.93121979374412, 68.00466930877708 24.73841747748788)",2,0.7208038737159737,4.0
311,67.65088_23.93122,68.02451_23.93366,Correlated_Link,37.97508471657321,"LINESTRING (67.65087890625 23.93121979374412, 68.02451171875 23.93366119999412)",2,0.8598174874438349,2.0
312,68.02451_23.93366,67.65088_23.93122,Correlated_Link,37.97508471657321,"LINESTRING (67.65087890625 23.93121979374412, 68.02451171875 23.93366119999412)",2,0.8598174874438349,2.0
313,67.66311_24.10854,67.71338_24.06642,Correlated_Link,6.9257631626102345,"LINESTRING (67.66311003853743 24.10853622200056, 67.71337890625 24.06642487186912)",2,0.9824448586857294,1.0
314,67.71338_24.06642,67.66311_24.10854,Correlated_Link,6.9257631626102345,"LINESTRING (67.66311003853743 24.10853622200056, 67.71337890625 24.06642487186912)",2,0.9824448586857294,1.0
315,67.66311_24.10854,67.76016_24.05285,Correlated_Link,11.636176051099307,"LINESTRING (67.66311003853743 24.10853622200056, 67.76015625000002 24.052850653119123)",2,0.9824448586857294,2.0
316,67.76016_24.05285,67.66311_24.10854,Correlated_Link,11.636176051099307,"LINESTRING (67.66311003853743 24.10853622200056, 67.76015625000002 24.052850653119123)",2,0.9824448586857294,2.0
317,67.66311_24.10854,67.78163_24.26962,Correlated_Link,21.57175482338337,"LINESTRING (67.66311003853743 24.10853622200056, 67.78163150391887 24.269616733762884)",2,0.9306559092350496,2.0
318,67.78163_24.26962,67.66311_24.10854,Correlated_Link,21.57175482338337,"LINESTRING (67.66311003853743 24.10853622200056, 67.78163150391887 24.269616733762884)",2,0.9306559092350496,2.0
319,67.66311_24.10854,67.78862_24.06819,Correlated_Link,13.507238684451298,"LINESTRING (67.66311003853743 24.10853622200056, 67.78861734071998 24.068190794633573)",2,0.9324474814888905,1.0
320,67.78862_24.06819,67.66311_24.10854,Correlated_Link,13.507238684451298,"LINESTRING (67.66311003853743 24.10853622200056, 67.78861734071998 24.068190794633573)",2,0.9324474814888905,1.0
