edge_id,from_node_id,to_node_id,river_name,length_km,wkt,edge_type
81,72.13339_31.48570,72.19048_31.73865,,29.18116851995428,"LINESTRING (72.13338595963198 31.485695028341173, 72.13759765625002 31.49848053593162, 72.142578125 31.56928131718162, 72.167236328125 31.69745514530662, 72.180908203125 31.72882721561912, 72.19047786835593 31.73864544358332)",0
82,72.19048_31.73865,72.24449_31.97430,,29.18116851995456,"LINESTRING (72.19047786835593 31.73864544358332, 72.19970703125 31.74811432499412, 72.211669921875 31.757196356244116, 72.22314453125 31.77081940311912, 72.23291015625 31.78595612186912, 72.24746093750002 31.81586334843162, 72.25087890625002 31.82929108280662, 72.254638671875 31.861102606244117, 72.258056640625 31.869256903119116, 72.26318359375 31.87689850468162, 72.266845703125 31.88507721561912, 72.26503906250002 31.89520905155662, 72.257080078125 31.911395574994117, 72.25527343750002 31.919061590619116, 72.25185546875002 31.94855377811912, 72.24449466094639 31.974300463309408)",0
83,72.24449_31.97430,72.33042_32.21293,,29.18116851995428,"LINESTRING (72.24449466094639 31.974300463309408, 72.24072265625 31.98749420780662, 72.24033203125 32.005731512494116, 72.253515625 32.032831121869116, 72.2939453125 32.07819244999412, 72.30244140625001 32.107538153119116, 72.30605468750002 32.13820221561912, 72.33042428596971 32.21293174554185)",0
84,72.33042_32.21293,72.51156_32.38643,,29.18116851995404,"LINESTRING (72.33042428596971 32.21293174554185, 72.3365234375 32.23163483280662, 72.35009765625 32.25714752811912, 72.372802734375 32.28888580936912, 72.39990234375 32.31586334843162, 72.42626953125 32.327264715619116, 72.46337890625 32.33588287968162, 72.48447265625 32.356561590619116, 72.50390625 32.38141510624412, 72.51155533100946 32.3864326226861)",0
85,72.51156_32.38643,72.75732_32.45001,,29.18116851995473,"LINESTRING (72.51155533100946 32.3864326226861, 72.53583984375001 32.40236237186912, 72.57236328125 32.40912506718162, 72.58388671875002 32.41290924686912, 72.59169921875002 32.41901276249412, 72.60390625000002 32.43361237186912, 72.611328125 32.43646881718162, 72.69345703125 32.43646881718162, 72.73349609375 32.442010809369116, 72.7573200197129 32.45000843936139)",0
86,72.75732_32.45001,72.99437_32.55148,,29.181168519954213,"LINESTRING (72.7573200197129 32.45000843936139, 72.77480468750002 32.45587799686912, 72.88486328125 32.51178619999412, 72.916015625 32.53644440311912, 72.93300781250002 32.54315827030662, 72.97607421875 32.54371979374412, 72.99169921875 32.54975006718162, 72.99437316675461 32.55148214134427)",0
87,72.99437_32.55148,73.24861_32.60256,,29.18116851995441,"LINESTRING (72.99437316675461 32.55148214134427, 73.02656250000001 32.57233307499412, 73.065673828125 32.58112213749412, 73.228125 32.59699127811912, 73.2486127113087 32.60255519971818)",0
88,73.24861_32.60256,73.47445_32.67982,,29.1811685199538,"LINESTRING (73.2486127113087 32.60255519971818, 73.2666015625 32.60744049686912, 73.26943359375002 32.635126043744116, 73.28515625 32.63551666874412, 73.330322265625 32.62824127811912, 73.346923828125 32.630487371869116, 73.376708984375 32.64032623905662, 73.4185546875 32.64826080936912, 73.46884765625 32.67743561405662, 73.47445387880464 32.67982069501536)",0
89,73.47445_32.67982,73.64292_32.86187,,29.18116851995449,"LINESTRING (73.47445387880464 32.67982069501536, 73.522216796875 32.70014069218162, 73.53271484375 32.70709869999412, 73.543212890625 32.717645574994116, 73.5513671875 32.72943756718162, 73.55625 32.73883698124412, 73.563232421875 32.74708893436912, 73.577392578125 32.755487371869116, 73.59033203125 32.770624090619116, 73.60205078125 32.820428778119116, 73.61220703125002 32.841180731244116, 73.623779296875 32.85060455936912, 73.64291511674499 32.86186667356047)",0
90,73.64292_32.86187,73.74732_33.05218,,29.181168519954365,"LINESTRING (73.64291511674499 32.86186667356047, 73.66679687500002 32.87592194218162, 73.674560546875 32.88405182499412, 73.6802734375 32.891473699994116, 73.687744140625 32.898797918744116, 73.70078125 32.90631744999412, 73.712890625 32.91579010624412, 73.72792968750002 32.940057684369116, 73.7353515625 32.94733307499412, 73.743896484375 32.95246002811912, 73.754150390625 32.96039459843162, 73.763671875 32.96950104374412, 73.769775390625 32.97772858280662, 73.7779296875 33.018182684369116, 73.76123046875 33.04469635624412, 73.74732161921466 33.05217910165305)",0
91,73.74732_33.05218,73.65346_33.20704,,29.181168519953943,"LINESTRING (73.74732161921466 33.05217910165305, 73.729736328125 33.061639715619116, 73.67041015625 33.083856512494116, 73.63808593750002 33.10231354374412, 73.62001953125002 33.12355377811912, 73.64296875000002 33.142206121869116, 73.6572265625 33.15065338749412, 73.6728515625 33.16828034061912, 73.669189453125 33.18781159061912, 73.65537109375 33.20551178593162, 73.65346487336507 33.20703546549101)",0
92,73.65346_33.20704,73.59884_33.43182,,29.18116851995418,"LINESTRING (73.65346487336507 33.20703546549101, 73.64101562500002 33.21698639530662, 73.6255859375 33.230340887494116, 73.61279296875 33.24928619999412, 73.6044921875 33.26637604374412, 73.60146484375002 33.28510162968162, 73.60205078125 33.30109284061912, 73.6 33.313836981244116, 73.59775390625 33.32099030155662, 73.600830078125 33.33209869999412, 73.59589843750001 33.34205963749412, 73.584375 33.35468170780662, 73.573974609375 33.368768621869116, 73.5712890625 33.386590887494116, 73.580322265625 33.39899323124412, 73.592041015625 33.41090729374412, 73.5988418116074 33.431822304504045)",0
93,73.59884_33.43182,73.57418_33.64247,,29.181168519954817,"LINESTRING (73.5988418116074 33.431822304504045, 73.60175781250001 33.440790106244116, 73.61074218750002 33.44599030155662, 73.619873046875 33.44782135624412, 73.625244140625 33.451288153119116, 73.62587890625002 33.46095612186912, 73.62343750000002 33.46893952030662, 73.62021484375 33.47650787968162, 73.61240234375 33.50934479374412, 73.61220703125002 33.51898834843162, 73.615625 33.52545807499412, 73.62197265625002 33.52741119999412, 73.628662109375 33.53046295780662, 73.63251953125001 33.54005768436912, 73.63046875 33.55609772343162, 73.62265625 33.57477448124412, 73.61220703125002 33.59247467655662, 73.601171875 33.60524323124412, 73.573974609375 33.62575104374412, 73.570556640625 33.63300202030662, 73.5741781095951 33.64247099880638)",0
94,73.57418_33.64247,73.57900_33.88978,,29.181168519953708,"LINESTRING (73.5741781095951 33.64247099880638, 73.57587890625001 33.64691803593162, 73.573974609375 33.65333893436912, 73.57509765625002 33.66261627811912, 73.59326171875 33.69476959843162, 73.59775390625 33.70795319218162, 73.596923828125 33.72682526249412, 73.593359375 33.74494049686912, 73.58603515625 33.76173737186912, 73.573974609375 33.77655670780662, 73.564697265625 33.80292389530662, 73.580078125 33.87623932499412, 73.57900019506347 33.88978204474218)",0
95,73.57900_33.88978,73.48775_34.13148,,29.18116851995462,"LINESTRING (73.57900019506347 33.88978204474218, 73.577392578125 33.90997955936912, 73.51611328125 34.00734284061912, 73.505859375 34.06793854374412, 73.487890625 34.12909577030662, 73.48775426910744 34.131481998426565)",0
96,73.48775_34.13148,73.50675_34.32633,,29.181168519953783,"LINESTRING (73.48775426910744 34.131481998426565, 73.4869140625 34.14618561405662, 73.4888671875 34.18092682499412, 73.487890625 34.19801666874412, 73.460205078125 34.31903717655662, 73.453857421875 34.33515045780662, 73.461181640625 34.33717682499412, 73.466796875 34.33698151249412, 73.47255859375002 34.335809637494116, 73.4810546875 34.33515045780662, 73.5067512809135 34.32633299928238)",0
97,73.50675_34.32633,73.70899_34.17059,,29.181168519953985,"LINESTRING (73.5067512809135 34.32633299928238, 73.513427734375 34.32404205936912, 73.53925781250001 34.29743073124412, 73.58408203125 34.23895905155662, 73.61074218750002 34.21486237186912, 73.62744140625 34.202997137494116, 73.66025390625 34.193719793744116, 73.69091796875 34.17499420780662, 73.7076171875 34.17067291874412, 73.70898880808979 34.17059388644943)",0
98,73.70899_34.17059,73.95402_34.10826,,29.181168519955563,"LINESTRING (73.70898880808979 34.17059388644943, 73.78515625 34.16620514530662, 73.818603515625 34.15602448124412, 73.85175781250001 34.13654205936912, 73.880615234375 34.11383698124412, 73.896240234375 34.10524323124412, 73.912841796875 34.10182526249412, 73.95402335561452 34.10826190769868)",0
99,73.95402_34.10826,74.20015_34.16080,,29.18116851995311,"LINESTRING (73.95402335561452 34.10826190769868, 73.974853515625 34.11151764530662, 73.991943359375 34.10524323124412, 74.02041015625002 34.09882233280662, 74.0537109375 34.11432526249412, 74.087890625 34.13641998905662, 74.11865234375 34.14960358280662, 74.17392578125 34.15089752811912, 74.1943359375 34.15704987186912, 74.20014967745301 34.16079891912854)",0
100,74.20015_34.16080,74.42399_34.27315,,29.18116851995578,"LINESTRING (74.20014967745301 34.16079891912854, 74.220458984375 34.17389557499412, 74.228515625 34.17750885624412, 74.23828125 34.17816803593162, 74.25996093750001 34.17584869999412, 74.26943359375002 34.17750885624412, 74.27919921875002 34.185907293744116, 74.2875 34.19728424686912, 74.29892578125 34.20734284061912, 74.34033203125 34.21442291874412, 74.3525390625 34.22211334843162, 74.37587890625002 34.24953034061912, 74.407958984375 34.268915106244116, 74.42398913187849 34.27315187106752)",0
101,74.42399_34.27315,74.59385_34.37990,,29.181168519953623,"LINESTRING (74.42398913187849 34.27315187106752, 74.53173828125 34.301629949994116, 74.544189453125 34.314081121869116, 74.54921875000002 34.33644440311912, 74.54052734375 34.374872137494116, 74.54970703125002 34.39137604374412, 74.56904296875001 34.39845612186912, 74.585693359375 34.39105866093162, 74.59384765625 34.37990143436912)",0
102,81.29370_30.79230,81.08758_30.93340,,29.46368992702477,"LINESTRING (81.293701171875 30.79230377811912, 81.28857421875 30.799579168744117, 81.268310546875 30.812860418744116, 81.221923828125 30.831073309369117, 81.19931640625003 30.85211823124412, 81.18339843749999 30.89630768436912, 81.15087890625 30.91913483280662, 81.08757723565047 30.9333979976885)",0
103,81.08758_30.93340,80.86241_31.05832,,29.46368992702597,"LINESTRING (81.08757723565047 30.9333979976885, 81.07470703125 30.936297918744117, 81.05410156250002 30.94415924686912, 81.0146484375 30.96588776249412, 80.99550781250002 30.97040436405662, 80.97031250000003 30.972186590619117, 80.95175781250003 30.978045965619117, 80.93701171875 30.98859284061912, 80.89492187500002 31.034784246869116, 80.86318359375002 31.05792877811912, 80.86240990216574 31.058318310340372)",0
104,80.86241_31.05832,80.61894_31.11821,,29.463689927024543,"LINESTRING (80.86240990216574 31.058318310340372, 80.79287109375002 31.09332916874412, 80.787353515625 31.098260809369116, 80.771240234375 31.116327215619116, 80.76552734375002 31.12128327030662, 80.75507812500001 31.124627996869116, 80.73281250000002 31.127801824994116, 80.65273437500002 31.12665436405662, 80.62841796875 31.12128327030662, 80.61894191856587 31.118212818291646)",0
105,80.61894_31.11821,80.38435_31.07343,,29.46368992702629,"LINESTRING (80.61894191856587 31.118212818291646, 80.584716796875 31.10712311405662, 80.563232421875 31.096063543744116, 80.55380859375003 31.08307526249412, 80.54550781250003 31.06635162968162, 80.52548828125003 31.054803778119116, 80.50253906250003 31.04804108280662, 80.48496093750003 31.045526434369116, 80.46054687500003 31.04791901249412, 80.42470703125002 31.06256744999412, 80.3994140625 31.06598541874412, 80.39003906250002 31.06915924686912, 80.384348353951 31.073434649665018)",0
106,80.38435_31.07343,80.14984_31.18802,,29.463689927025552,"LINESTRING (80.384348353951 31.073434649665018, 80.37119140625003 31.08331940311912, 80.365234375 31.08649323124412, 80.353515625 31.088006903119116, 80.28574218750003 31.114374090619116, 80.26162109375002 31.138202215619117, 80.24892578125002 31.144891668744116, 80.23164062500001 31.15900299686912, 80.22080078125003 31.16217682499412, 80.21142578125 31.163836981244117, 80.15244140625003 31.18598053593162, 80.1498424365123 31.18802258358269)",0
107,80.14984_31.18802,79.97964_31.36164,,29.463689927024312,"LINESTRING (80.1498424365123 31.18802258358269, 80.13876953125003 31.19672272343162, 80.08603515625003 31.26044342655662, 80.076904296875 31.265252996869116, 80.06210937500003 31.26630280155662, 80.050537109375 31.26923248905662, 80.031982421875 31.27826569218162, 80.01210937500002 31.290790106244117, 80.00341796875 31.29840729374412, 79.99824218750001 31.30621979374412, 80.00351562500003 31.33563873905662, 80.001708984375 31.34345123905662, 79.97964456666587 31.36163744000118)",0
108,79.97964_31.36164,79.77150_31.49502,,29.463689927026028,"LINESTRING (79.97964456666587 31.36163744000118, 79.93017578125 31.40241119999412, 79.89492187500002 31.46173737186912, 79.88535156250003 31.471307684369116, 79.86660156250002 31.475116278119117, 79.827880859375 31.492547918744116, 79.806640625 31.49799225468162, 79.77150190116922 31.49502468491472)",0
109,79.77150_31.49502,79.51206_31.51857,,29.46368992702565,"LINESTRING (79.77150190116922 31.49502468491472, 79.679443359375 31.48725006718162, 79.64208984375 31.49115631718162, 79.613037109375 31.502313543744116, 79.6005859375 31.50482819218162, 79.54931640625 31.50482819218162, 79.52587890625 31.50958893436912, 79.51205673736021 31.518573344147477)",0
110,79.51206_31.51857,79.29541_31.63809,,29.463689927024184,"LINESTRING (79.51205673736021 31.518573344147477, 79.50830078125 31.521014715619117, 79.49306640625002 31.534540106244116, 79.47705078125 31.545770574994116, 79.46826171875 31.54816315311912, 79.452392578125 31.54877350468162, 79.44345703125003 31.553241278119117, 79.43593750000002 31.561395574994116, 79.427978515625 31.57892487186912, 79.42294921875003 31.58673737186912, 79.3701171875 31.615106512494116, 79.36093750000003 31.617792059369116, 79.35410156250003 31.63324616093162, 79.33779296875002 31.63593170780662, 79.31757812500001 31.63397858280662, 79.29941406250003 31.63519928593162, 79.29541205634922 31.638093593951407)",0
111,79.29541_31.63809,79.04858_31.68965,,29.46368992702631,"LINESTRING (79.29541205634922 31.638093593951407, 79.2529296875 31.668817449994116, 79.244873046875 31.672723699994116, 79.2265625 31.66962311405662, 79.121337890625 31.69660065311912, 79.11328125 31.694354559369117, 79.09677734375003 31.685077215619117, 79.087158203125 31.682391668744117, 79.07626953125003 31.68280670780662, 79.058837890625 31.68842194218162, 79.049072265625 31.68976471561912, 79.04857935540458 31.689648577868557)",0
112,79.04858_31.68965,78.86635_31.77470,,29.463689927025225,"LINESTRING (79.04857935540458 31.689648577868557, 79.03125 31.685565496869117, 79.013427734375 31.67499420780662, 78.9990234375 31.661639715619117, 78.99091796875001 31.64887116093162, 78.97089843750001 31.65631744999412, 78.94863281250002 31.66095612186912, 78.93027343750003 31.67059967655662, 78.92275390625002 31.69318268436912, 78.91953125000003 31.71637604374412, 78.91074218750003 31.72943756718162, 78.88173828125002 31.751239324994117, 78.86634662248294 31.77470102894984)",0
113,78.86635_31.77470,78.64264_31.81402,,29.46368992702513,"LINESTRING (78.86634662248294 31.77470102894984, 78.858642578125 31.78644440311912, 78.84267578125002 31.805194403119117, 78.82343750000001 31.81329987186912, 78.81201171875 31.81220123905662, 78.79248046875 31.80756256718162, 78.782470703125 31.80646393436912, 78.76962890625003 31.808124090619117, 78.763427734375 31.81256744999412, 78.7587890625 31.81915924686912, 78.73876953125 31.83966705936912, 78.73154296875003 31.84393952030662, 78.71728515625 31.84747955936912, 78.703125 31.84662506718162, 78.690673828125 31.841571356244117, 78.68017578125 31.83588287968162, 78.66328125000001 31.83075592655662, 78.65419921875002 31.82477448124412, 78.6426353124596 31.81402145862652)",0
114,78.64264_31.81402,78.44869_31.66987,,29.463689927025527,"LINESTRING (78.6426353124596 31.81402145862652, 78.63818359375 31.80988190311912, 78.633056640625 31.79950592655662, 78.63125 31.77411530155662, 78.6279296875 31.765497137494116, 78.60898437500003 31.75910065311912, 78.58134765624999 31.75653717655662, 78.55625 31.750604559369116, 78.54531250000002 31.73419830936912, 78.53847656250002 31.71845123905662, 78.52197265625 31.706317449994117, 78.454833984375 31.675409246869116, 78.44869127004313 31.669865447184606)",0
115,78.44869_31.66987,78.27929_31.57206,,29.46368992702521,"LINESTRING (78.44869127004313 31.669865447184606, 78.435302734375 31.65778229374412, 78.42958984375002 31.633807684369117, 78.4423828125 31.60040924686912, 78.423583984375 31.595086981244116, 78.37060546875 31.594256903119117, 78.353515625 31.59833405155662, 78.334375 31.605731512494117, 78.313720703125 31.608905340619117, 78.29208984375003 31.60040924686912, 78.28476562500003 31.59308502811912, 78.281494140625 31.58563873905662, 78.27929419515931 31.572062759801266)",0
116,78.27929_31.57206,78.05745_31.54158,,29.46368992702501,"LINESTRING (78.27929419515931 31.572062759801266, 78.272216796875 31.52838776249412, 78.26132812500003 31.521112371869116, 78.236328125 31.51544830936912, 78.20849609375 31.512225653119117, 78.18906250000003 31.51227448124412, 78.1015625 31.52838776249412, 78.0574510352109 31.541579734043857)",0
117,78.05745_31.54158,77.79920_31.55397,,29.463689927026124,"LINESTRING (78.0574510352109 31.541579734043857, 78.01845703125002 31.553241278119117, 77.9853515625 31.567645574994117, 77.96875 31.571649481244116, 77.94580078125 31.573114324994116, 77.82929687500001 31.56391022343162, 77.7992025142568 31.553967074899674)",0
118,77.79920_31.55397,77.62079_31.39512,,29.46368992702453,"LINESTRING (77.7992025142568 31.553967074899674, 77.78769531250003 31.550165106244116, 77.703125 31.50482819218162, 77.68886718750002 31.492450262494117, 77.676025390625 31.476581121869117, 77.662109375 31.46283600468162, 77.63320312500002 31.45441315311912, 77.62832031250002 31.44733307499412, 77.627197265625 31.43732330936912, 77.62734375000002 31.42572662968162, 77.629638671875 31.41181061405662, 77.6328125 31.405047918744117, 77.631591796875 31.40094635624412, 77.62078893569318 31.395116618381675)",0
119,77.62079_31.39512,77.38168_31.36034,,29.463689927026284,"LINESTRING (77.62078893569318 31.395116618381675, 77.62050781250002 31.39496491093162, 77.57832031250001 31.39423248905662, 77.555419921875 31.389178778119117, 77.53798828125002 31.35443756718162, 77.519775390625 31.350604559369117, 77.4765625 31.354022528119117, 77.441162109375 31.34711334843162, 77.4287109375 31.347186590619117, 77.42050781250003 31.349969793744116, 77.403076171875 31.35944244999412, 77.39052734375002 31.361444403119116, 77.38167938888711 31.36034323843094)",0
120,77.38168_31.36034,77.16409_31.24209,,29.463689927024543,"LINESTRING (77.38167938888711 31.36034323843094, 77.3681640625 31.358661199994117, 77.356201171875 31.35053131718162, 77.32041015625003 31.287860418744117, 77.3076171875 31.27606842655662, 77.2880859375 31.27142975468162, 77.26699218750002 31.26972077030662, 77.16409004041166 31.242086189176778)",0
121,77.16409_31.24209,76.93883_31.36050,,29.463689927025587,"LINESTRING (77.16409004041166 31.242086189176778, 77.15908203125002 31.240741278119117, 77.1376953125 31.237909246869116, 77.12978515625002 31.24103424686912, 77.114990234375 31.25470612186912, 77.103271484375 31.257831121869117, 77.09130859375 31.258905340619116, 77.07958984375 31.261981512494117, 76.99375 31.30670807499412, 76.98378906250002 31.316766668744116, 76.97617187500003 31.32599518436912, 76.94091796875 31.35895416874412, 76.93882898166106 31.36049932861569)",0
122,76.93883_31.36050,76.73755_31.39263,,29.46368992702545,"LINESTRING (76.93882898166106 31.36049932861569, 76.92910156250002 31.367694403119117, 76.90576171875 31.370379949994117, 76.890625 31.36627838749412, 76.88242187500003 31.368768621869116, 76.88007812500001 31.39154694218162, 76.88251953125001 31.402362371869117, 76.88593750000001 31.40997955936912, 76.88417968750002 31.414569403119117, 76.85830078125002 31.41852448124412, 76.83603515625003 31.42841217655662, 76.825439453125 31.42914459843162, 76.81093750000002 31.42316315311912, 76.798583984375 31.41535065311912, 76.78457031250002 31.409295965619116, 76.7646484375 31.40863678593162, 76.7509765625 31.402606512494117, 76.73754701723637 31.392625093717086)",0
123,76.73755_31.39263,76.60405_31.29500,,29.46368992702513,"LINESTRING (76.73754701723637 31.392625093717086, 76.73652343750001 31.391864324994117, 76.73496093750003 31.38287994999412, 76.739013671875 31.375751043744117, 76.747314453125 31.371210028119116, 76.750244140625 31.35834381718162, 76.743896484375 31.332294012494117, 76.74306640625002 31.31769440311912, 76.73652343750001 31.30866119999412, 76.723876953125 31.308368231244117, 76.709228515625 31.309930731244116, 76.693603515625 31.31244537968162, 76.68798828125 31.30744049686912, 76.68935546875002 31.292254949994117, 76.68310546875 31.27887604374412, 76.67001953125003 31.26959869999412, 76.649658203125 31.267694403119116, 76.62832031250002 31.27411530155662, 76.60986328125 31.288836981244117, 76.6040489074172 31.294997363826482)",0
124,76.60405_31.29500,76.39958_31.42664,,29.463689927025225,"LINESTRING (76.6040489074172 31.294997363826482, 76.570068359375 31.33100006718162, 76.55214843750002 31.35297272343162, 76.52412109375001 31.37824127811912, 76.508056640625 31.390643621869117, 76.491943359375 31.41046784061912, 76.46914062500002 31.42597077030662, 76.43505859375 31.422235418744116, 76.43007812500002 31.418475653119117, 76.41904296875003 31.41766998905662, 76.409423828125 31.420917059369117, 76.40087890625 31.42914459843162, 76.39957850036187 31.426640301154862)",0
125,76.39958_31.42664,76.47286_31.21652,,29.463689927025484,"LINESTRING (76.39957850036187 31.426640301154862, 76.39462890625003 31.417108465619116, 76.38466796875002 31.412469793744116, 76.37412109375003 31.40949127811912, 76.36669921875 31.40241119999412, 76.36484375000003 31.390985418744116, 76.378173828125 31.338983465619116, 76.437255859375 31.24274323124412, 76.46787109375003 31.21906159061912, 76.47286172864949 31.216519420894603)",0
126,76.47286_31.21652,76.53143_31.04223,,29.463689927024937,"LINESTRING (76.47286172864949 31.216519420894603, 76.5380859375 31.18329498905662, 76.55341796875001 31.17059967655662, 76.56416015625001 31.153827215619117, 76.57021484375002 31.13361237186912, 76.572265625 31.11066315311912, 76.584716796875 31.09015534061912, 76.58730468750002 31.07855866093162, 76.57558593750002 31.07343170780662, 76.56240234375002 31.07208893436912, 76.549072265625 31.06745026249412, 76.5380859375 31.05890534061912, 76.53125 31.045526434369116, 76.53143308579386 31.04223089007944)",0
127,76.53143_31.04223,76.33665_31.00467,,29.46368992702596,"LINESTRING (76.53143308579386 31.04223089007944, 76.53173828125 31.036737371869116, 76.53857421875 31.015887762494117, 76.5380859375 31.00458405155662, 76.5322265625 30.997333074994117, 76.51455078125002 30.986835028119117, 76.5107421875 30.980340887494116, 76.50576171875002 30.97785065311912, 76.472900390625 30.97040436405662, 76.45947265625 30.971210028119117, 76.452880859375 30.973651434369117, 76.42617187500002 30.99774811405662, 76.41162109375 31.006952215619116, 76.39541015625002 31.01154205936912, 76.37294921875002 31.01141998905662, 76.34345703125001 31.00482819218162, 76.33665061828529 31.004674894592323)",0
128,76.33665_31.00467,76.08556_30.99147,,29.46368992702488,"LINESTRING (76.33665061828529 31.004674894592323, 76.33261718750003 31.00458405155662, 76.32177734375 31.00714752811912, 76.30234375000003 31.016131903119117, 76.291015625 31.018817449994117, 76.28720703125003 31.01679108280662, 76.2763671875 31.00702545780662, 76.2705078125 31.00458405155662, 76.2197265625 31.018573309369117, 76.20849609375 31.018817449994117, 76.19931640625003 31.016376043744117, 76.17919921875 31.00726959843162, 76.16748046875 31.00458405155662, 76.122802734375 31.00458405155662, 76.11367187500002 31.002460028119117, 76.093994140625 30.993036199994116, 76.08555591935209 30.991474231375516)",0
129,76.08556_30.99147,75.82901_30.99727,,29.463689927024948,"LINESTRING (76.08555591935209 30.991474231375516, 76.08251953125 30.99091217655662, 75.999755859375 30.99433014530662, 75.980224609375 30.99957916874412, 75.96572265625002 31.00800202030662, 75.92294921875 31.02252838749412, 75.8296875 30.99713776249412, 75.82900724678572 30.997267760758756)",0
130,75.82901_30.99727,75.56886_30.97651,,29.46368992702573,"LINESTRING (75.82900724678572 30.997267760758756, 75.79072265625001 31.00458405155662, 75.7544921875 30.99530670780662, 75.63496093750001 30.98712799686912, 75.60634765625002 30.99091217655662, 75.57568359375 30.977411199994116, 75.56885848598101 30.97651243914486)",0
131,75.56886_30.97651,75.31350_31.02087,,29.46368992702476,"LINESTRING (75.56885848598101 30.97651243914486, 75.53916015625 30.97260162968162, 75.39560546875 30.98517487186912, 75.36044921875 30.993182684369117, 75.33203125 31.00458405155662, 75.32041015625 31.013934637494117, 75.31350452754108 31.020870290675695)",0
132,75.31350_31.02087,75.12526_31.12185,,29.463689927025627,"LINESTRING (75.31350452754108 31.020870290675695, 75.3091796875 31.02521393436912, 75.296484375 31.034686590619117, 75.28017578125002 31.038690496869116, 75.27167968750001 31.03961823124412, 75.264892578125 31.041766668744117, 75.25634765625 31.045526434369116, 75.2509765625 31.047137762494117, 75.2470703125 31.048944403119116, 75.24355468750002 31.05170319218162, 75.2392578125 31.056024481244116, 75.233154296875 31.06000397343162, 75.2291015625 31.05780670780662, 75.22597656250002 31.05390045780662, 75.22216796875 31.05231354374412, 75.214111328125 31.052850653119116, 75.20556640625 31.052020574994117, 75.197509765625 31.052264715619117, 75.191162109375 31.056024481244116, 75.18701171875 31.063983465619117, 75.18212890625 31.082049871869117, 75.17714843750002 31.08991119999412, 75.16513671875 31.09735748905662, 75.149658203125 31.101434637494116, 75.13320312500002 31.10248444218162, 75.11855468750002 31.10077545780662, 75.1123046875 31.106952215619117, 75.116455078125 31.10956452030662, 75.1259765625 31.12128327030662, 75.12526062327017 31.121854356715534)",0
133,75.12526_31.12185,74.88167_31.16266,,29.463689927026145,"LINESTRING (75.12526062327017 31.121854356715534, 75.115478515625 31.129657293744117, 75.07822265625 31.147967840619117, 75.04238281250002 31.179071356244116, 75.033203125 31.18329498905662, 75.0171875 31.18183014530662, 74.9634765625 31.167254949994117, 74.933837890625 31.162958074994116, 74.88166902810661 31.16265946534334)",0
134,74.88167_31.16266,74.64652_31.07838,,29.463689927025065,"LINESTRING (74.88166902810661 31.16265946534334, 74.861328125 31.16254303593162, 74.83642578125 31.158563543744116, 74.811279296875 31.147967840619117, 74.761962890625 31.10809967655662, 74.740234375 31.101434637494116, 74.708251953125 31.114374090619116, 74.687744140625 31.09772369999412, 74.64652463547498 31.078384016205245)",0
135,74.64652_31.07838,74.43860_30.94433,,29.463689927025165,"LINESTRING (74.64652463547498 31.078384016205245, 74.6005859375 31.05683014530662, 74.5791015625 31.04291412968162, 74.563720703125 31.02521393436912, 74.56357421875 31.00458405155662, 74.54833984375 30.99237702030662, 74.534423828125 30.976434637494116, 74.51904296875 30.962665106244117, 74.4990234375 30.956805731244117, 74.47675781250001 30.956317449994117, 74.45810546875 30.953631903119117, 74.441162109375 30.946405340619116, 74.43860151633133 30.94433126025375)",0
136,74.43860_30.94433,74.25626_30.81546,,29.46368992702458,"LINESTRING (74.43860151633133 30.94433126025375, 74.424072265625 30.93256256718162, 74.41298828125002 30.915301824994117, 74.40869140625 30.90119049686912, 74.40087890625 30.893329168744117, 74.37929687500002 30.89472077030662, 74.353271484375 30.90131256718162, 74.342041015625 30.90216705936912, 74.329345703125 30.89984772343162, 74.31884765625 30.89362213749412, 74.31044921875002 30.88471100468162, 74.30361328125002 30.87421295780662, 74.31103515625 30.85614655155662, 74.2998046875 30.838397528119117, 74.279541015625 30.824969793744117, 74.259765625 30.819598699994117, 74.25625 30.81549713749412, 74.25626487651776 30.815464719413953)",0
137,74.25626_30.81546,74.09916_30.63950,,29.463689927025865,"LINESTRING (74.25626487651776 30.815464719413953, 74.265380859375 30.79559967655662, 74.2662109375 30.788592840619117, 74.2587890625 30.781268621869117, 74.24365234375 30.77142975468162, 74.23525390625002 30.76434967655662, 74.21484375 30.737665106244116, 74.19833984375 30.725213934369116, 74.190673828125 30.71723053593162, 74.1841796875 30.69708893436912, 74.169677734375 30.687372137494116, 74.16640625000002 30.679315496869116, 74.16318359375 30.66510651249412, 74.15537109375 30.659784246869116, 74.13222656250002 30.65570709843162, 74.111083984375 30.646502996869117, 74.09916306699355 30.63949945790752)",0
138,74.09916_30.63950,73.95493_30.44602,,29.463689927024863,"LINESTRING (74.09916306699355 30.63949945790752, 74.095458984375 30.637323309369116, 74.08173828125001 30.62616608280662, 74.067138671875 30.610711981244116, 74.05673828125 30.591815496869117, 74.057861328125 30.574725653119117, 74.0611328125 30.555780340619116, 74.05712890625 30.531610418744116, 74.043701171875 30.51886627811912, 74.00400390625 30.50910065311912, 73.995703125 30.50116608280662, 73.98935546875 30.488055731244117, 73.95493349740076 30.446015782629058)",0
