node_id,date,year,week,discharge_avg,rainfall_sum_mm,elevation_m
70.66707_29.12675,2019-05-26,2019,21,3710.6116,0.0,98.0
70.66707_29.12675,2019-06-02,2019,22,2463.9553,0.0,98.0
70.66707_29.12675,2019-06-09,2019,23,1767.5848,0.0,98.0
70.66707_29.12675,2019-06-16,2019,24,1962.0089,0.0,98.0
70.66707_29.12675,2019-06-23,2019,25,2623.7678,0.8,98.0
70.66707_29.12675,2019-06-30,2019,26,3028.3572,1.5000001,98.0
70.66707_29.12675,2019-07-07,2019,27,3345.4978,0.0,98.0
70.66707_29.12675,2019-07-14,2019,28,7228.145,0.0,98.0
70.66707_29.12675,2019-07-21,2019,29,14010.002,4.7000003,98.0
70.66707_29.12675,2019-07-28,2019,30,12832.705,5.9999995,98.0
70.66707_29.12675,2019-08-04,2019,31,14545.569,13.8,98.0
70.66707_29.12675,2019-08-11,2019,32,13311.208,34.8,98.0
70.66707_29.12675,2019-08-18,2019,33,12476.491,8.2,98.0
70.66707_29.12675,2019-08-25,2019,34,12456.639,0.0,98.0
70.66707_29.12675,2019-09-01,2019,35,9742.779,15.299999,98.0
70.66707_29.12675,2019-09-08,2019,36,8326.497,7.0999994,98.0
70.66707_29.12675,2019-09-15,2019,37,7016.4185,0.0,98.0
70.66707_29.12675,2019-09-22,2019,38,5657.2188,0.0,98.0
70.66707_29.12675,2019-09-29,2019,39,4739.652,4.4,98.0
70.66707_29.12675,2019-10-06,2019,40,4322.065,18.9,98.0
70.66707_29.12675,2019-10-13,2019,41,3947.5325,0.0,98.0
70.66707_29.12675,2019-10-20,2019,42,3542.8416,0.0,98.0
70.66707_29.12675,2019-10-27,2019,43,3394.2378,0.0,98.0
70.66707_29.12675,2019-11-03,2019,44,3111.7266,2.0,98.0
70.66707_29.12675,2019-11-10,2019,45,2948.3762,0.0,98.0
70.66707_29.12675,2019-11-17,2019,46,3089.2969,16.2,98.0
70.66707_29.12675,2019-11-24,2019,47,2722.9988,0.7,98.0
70.66707_29.12675,2019-12-01,2019,48,2607.5894,0.0,98.0
70.66707_29.12675,2019-12-08,2019,49,2555.904,0.0,98.0
70.66707_29.12675,2019-12-15,2019,50,2191.9822,3.2,98.0
70.66707_29.12675,2019-12-22,2019,51,2305.2075,0.0,98.0
70.66707_29.12675,2019-12-29,2019,52,2124.3438,0.0,98.0
70.66707_29.12675,2020-01-05,2020,1,1852.1428,7.0,98.0
70.66707_29.12675,2020-01-12,2020,2,1741.3036,19.600002,98.0
70.66707_29.12675,2020-01-19,2020,3,2019.9866,2.6,98.0
70.66707_29.12675,2020-01-26,2020,4,2261.7388,0.1,98.0
70.66707_29.12675,2020-02-02,2020,5,2020.1741,0.3,98.0
70.66707_29.12675,2020-02-09,2020,6,2071.7344,0.2,98.0
70.66707_29.12675,2020-02-16,2020,7,1843.4197,0.0,98.0
70.66707_29.12675,2020-02-23,2020,8,1701.4911,0.0,98.0
70.66707_29.12675,2020-03-01,2020,9,1839.6183,0.0,98.0
70.66707_29.12675,2020-03-08,2020,10,1996.6719,16.099998,98.0
70.66707_29.12675,2020-03-15,2020,11,2940.9019,15.9,98.0
70.66707_29.12675,2020-03-22,2020,12,3453.241,0.3,98.0
70.66707_29.12675,2020-03-29,2020,13,2678.7097,21.200003,98.0
70.66707_29.12675,2020-04-05,2020,14,3502.5269,0.8,98.0
70.66707_29.12675,2020-04-12,2020,15,3632.384,0.3,98.0
70.66707_29.12675,2020-04-19,2020,16,3054.4822,0.0,98.0
70.66707_29.12675,2020-04-26,2020,17,3395.5403,0.0,98.0
70.66707_29.12675,2020-05-03,2020,18,3561.7678,0.1,98.0
70.66707_29.12675,2020-05-10,2020,19,3542.8035,0.1,98.0
70.66707_29.12675,2020-05-17,2020,20,3827.4106,6.7999997,98.0
70.66707_29.12675,2020-05-24,2020,21,4126.737,0.0,98.0
70.66707_29.12675,2020-05-31,2020,22,3029.125,1.8000001,98.0
70.66707_29.12675,2020-06-07,2020,23,2447.2947,2.1,98.0
70.66707_29.12675,2020-06-14,2020,24,2908.6785,0.0,98.0
70.66707_29.12675,2020-06-21,2020,25,3454.433,0.0,98.0
70.66707_29.12675,2020-06-28,2020,26,4685.625,0.0,98.0
70.66707_29.12675,2020-07-05,2020,27,9274.489,21.7,98.0
70.66707_29.12675,2020-07-12,2020,28,10299.393,0.3,98.0
70.66707_29.12675,2020-07-19,2020,29,10546.573,0.0,98.0
70.66707_29.12675,2020-07-26,2020,30,10735.474,1.2,98.0
70.66707_29.12675,2020-08-02,2020,31,10163.239,0.0,98.0
70.66707_29.12675,2020-08-09,2020,32,9157.042,27.500002,98.0
70.66707_29.12675,2020-08-16,2020,33,8470.8955,0.1,98.0
70.66707_29.12675,2020-08-23,2020,34,10271.971,2.5,98.0
70.66707_29.12675,2020-08-30,2020,35,10052.164,47.399998,98.0
70.66707_29.12675,2020-09-06,2020,36,12195.263,121.600006,98.0
70.66707_29.12675,2020-09-13,2020,37,10447.236,0.0,98.0
70.66707_29.12675,2020-09-20,2020,38,8080.604,0.0,98.0
70.66707_29.12675,2020-09-27,2020,39,6431.402,0.0,98.0
70.66707_29.12675,2020-10-04,2020,40,5175.546,0.0,98.0
70.66707_29.12675,2020-10-11,2020,41,4313.862,0.0,98.0
70.66707_29.12675,2020-10-18,2020,42,3717.02,0.0,98.0
70.66707_29.12675,2020-10-25,2020,43,3590.692,0.0,98.0
70.66707_29.12675,2020-11-01,2020,44,3231.194,0.0,98.0
70.66707_29.12675,2020-11-08,2020,45,3021.2266,0.0,98.0
70.66707_29.12675,2020-11-15,2020,46,2696.4062,0.2,98.0
70.66707_29.12675,2020-11-22,2020,47,2463.8862,0.0,98.0
70.66707_29.12675,2020-11-29,2020,48,2528.4197,0.6,98.0
70.66707_29.12675,2020-12-06,2020,49,2252.4453,0.0,98.0
70.66707_29.12675,2020-12-13,2020,50,1988.3103,7.2,98.0
70.66707_29.12675,2020-12-20,2020,51,1990.6619,0.0,98.0
70.66707_29.12675,2020-12-27,2020,52,2023.6584,0.0,98.0
70.66707_29.12675,2021-01-10,2021,1,1834.8483,0.1,98.0
70.66707_29.12675,2021-01-17,2021,2,1996.7611,0.0,98.0
70.66707_29.12675,2021-01-24,2021,3,1750.9911,0.0,98.0
70.66707_29.12675,2021-01-31,2021,4,1597.6049,0.0,98.0
70.66707_29.12675,2021-02-07,2021,5,1564.0848,0.0,98.0
70.66707_29.12675,2021-02-14,2021,6,1487.933,0.0,98.0
70.66707_29.12675,2021-02-21,2021,7,1406.6205,0.0,98.0
70.66707_29.12675,2021-02-28,2021,8,1304.9062,0.0,98.0
70.66707_29.12675,2021-03-07,2021,9,1284.6786,0.0,98.0
70.66707_29.12675,2021-03-14,2021,10,1482.7142,0.0,98.0
70.66707_29.12675,2021-03-21,2021,11,1700.2009,0.3,98.0
70.66707_29.12675,2021-03-28,2021,12,2036.2634,3.5,98.0
70.66707_29.12675,2021-04-04,2021,13,2655.3347,0.0,98.0
70.66707_29.12675,2021-04-11,2021,14,2593.7634,0.0,98.0
70.66707_29.12675,2021-04-18,2021,15,2613.5178,0.0,98.0
70.66707_29.12675,2021-04-25,2021,16,2626.0356,0.5,98.0
70.66707_29.12675,2021-05-02,2021,17,2895.1072,0.2,98.0
70.66707_29.12675,2021-05-09,2021,18,2550.0938,0.1,98.0
70.66707_29.12675,2021-05-16,2021,19,2524.1072,0.0,98.0
70.66707_29.12675,2021-05-23,2021,20,2781.8303,1.7,98.0
70.66707_29.12675,2021-05-30,2021,21,2321.866,0.0,98.0
70.66707_29.12675,2021-06-06,2021,22,1242.4642,0.2,98.0
70.66707_29.12675,2021-06-13,2021,23,1425.8125,0.0,98.0
70.66707_29.12675,2021-06-20,2021,24,3257.799,4.2,98.0
70.66707_29.12675,2021-06-27,2021,25,4622.9556,0.2,98.0
70.66707_29.12675,2021-07-04,2021,26,5313.9175,0.0,98.0
70.66707_29.12675,2021-07-11,2021,27,7205.2007,0.0,98.0
70.66707_29.12675,2021-07-18,2021,28,11518.607,3.3,98.0
70.66707_29.12675,2021-07-25,2021,29,14283.25,2.1,98.0
70.66707_29.12675,2021-08-01,2021,30,14682.743,3.3999999,98.0
70.66707_29.12675,2021-08-08,2021,31,13118.257,0.0,98.0
70.66707_29.12675,2021-08-15,2021,32,10051.939,0.0,98.0
70.66707_29.12675,2021-08-22,2021,33,7764.221,0.8,98.0
70.66707_29.12675,2021-08-29,2021,34,6176.8413,0.0,98.0
70.66707_29.12675,2021-09-05,2021,35,5331.5166,0.0,98.0
70.66707_29.12675,2021-09-12,2021,36,4729.288,2.5,98.0
70.66707_29.12675,2021-09-19,2021,37,4803.2197,0.0,98.0
70.66707_29.12675,2021-09-26,2021,38,4261.8394,1.0,98.0
70.66707_29.12675,2021-10-03,2021,39,3783.8035,0.8,98.0
70.66707_29.12675,2021-10-10,2021,40,3247.5435,1.0,98.0
70.66707_29.12675,2021-10-17,2021,41,3048.4778,0.0,98.0
70.66707_29.12675,2021-10-24,2021,42,3093.4788,0.0,98.0
70.66707_29.12675,2021-10-31,2021,43,3347.682,0.0,98.0
70.66707_29.12675,2021-11-07,2021,44,3095.5066,0.0,98.0
70.66707_29.12675,2021-11-14,2021,45,2663.7166,0.0,98.0
70.66707_29.12675,2021-11-21,2021,46,2313.7678,0.0,98.0
70.66707_29.12675,2021-11-28,2021,47,2013.1339,0.0,98.0
70.66707_29.12675,2021-12-05,2021,48,1799.6562,0.0,98.0
70.66707_29.12675,2021-12-12,2021,49,1654.5156,0.0,98.0
70.66707_29.12675,2021-12-19,2021,50,1645.279,0.0,98.0
70.66707_29.12675,2021-12-26,2021,51,1550.5134,0.0,98.0
70.66707_29.12675,2021-01-03,2021,53,1815.3438,0.0,98.0
70.66707_29.12675,2022-01-09,2022,1,1473.3928,13.7,98.0
70.66707_29.12675,2022-01-16,2022,2,2325.3928,0.0,98.0
70.66707_29.12675,2022-01-23,2022,3,2175.27,1.4000001,98.0
70.66707_29.12675,2022-01-30,2022,4,2004.5469,0.0,98.0
70.66707_29.12675,2022-02-06,2022,5,2044.5178,0.0,98.0
70.66707_29.12675,2022-02-13,2022,6,1777.7389,2.6,98.0
70.66707_29.12675,2022-02-20,2022,7,1556.7991,0.0,98.0
70.66707_29.12675,2022-02-27,2022,8,1361.2723,0.0,98.0
70.66707_29.12675,2022-03-06,2022,9,1700.9108,9.500002,98.0
70.66707_29.12675,2022-03-13,2022,10,1771.7277,0.0,98.0
70.66707_29.12675,2022-03-20,2022,11,1700.5491,0.0,98.0
70.66707_29.12675,2022-03-27,2022,12,1651.558,0.0,98.0
70.66707_29.12675,2022-04-03,2022,13,1807.0714,0.0,98.0
70.66707_29.12675,2022-04-10,2022,14,1665.9866,0.0,98.0
70.66707_29.12675,2022-04-17,2022,15,1590.8572,0.0,98.0
70.66707_29.12675,2022-04-24,2022,16,1512.9108,0.0,98.0
70.66707_29.12675,2022-05-01,2022,17,1574.9688,0.0,98.0
70.66707_29.12675,2022-05-08,2022,18,1638.5938,0.0,98.0
70.66707_29.12675,2022-05-15,2022,19,1700.9241,0.0,98.0
70.66707_29.12675,2022-05-22,2022,20,1881.2277,0.0,98.0
70.66707_29.12675,2022-05-29,2022,21,1799.1339,0.0,98.0
70.66707_29.12675,2022-06-05,2022,22,896.22766,0.0,98.0
70.66707_29.12675,2022-06-12,2022,23,952.14734,0.0,98.0
70.66707_29.12675,2022-06-19,2022,24,1249.058,1.8,98.0
70.66707_29.12675,2022-06-26,2022,25,2439.4956,21.7,98.0
70.66707_29.12675,2022-07-03,2022,26,4279.7476,11.099999,98.0
70.66707_29.12675,2022-07-10,2022,27,12626.491,75.200005,98.0
70.66707_29.12675,2022-07-17,2022,28,10486.311,70.100006,98.0
70.66707_29.12675,2022-07-24,2022,29,9845.614,84.7,98.0
70.66707_29.12675,2022-07-31,2022,30,11055.268,113.69998,98.0
70.66707_29.12675,2022-08-07,2022,31,11031.721,7.6,98.0
70.66707_29.12675,2022-08-14,2022,32,8579.326,34.2,98.0
70.66707_29.12675,2022-08-21,2022,33,9465.056,102.1,98.0
70.66707_29.12675,2022-08-28,2022,34,12230.092,79.4,98.0
70.66707_29.12675,2022-09-04,2022,35,11420.337,0.0,98.0
70.66707_29.12675,2022-09-11,2022,36,8824.173,0.0,98.0
70.66707_29.12675,2022-09-18,2022,37,7305.2163,0.1,98.0
70.66707_29.12675,2022-09-25,2022,38,6166.3853,0.0,98.0
70.66707_29.12675,2022-10-02,2022,39,6042.164,0.0,98.0
70.66707_29.12675,2022-10-09,2022,40,4994.7334,0.0,98.0
70.66707_29.12675,2022-10-16,2022,41,4212.145,0.0,98.0
70.66707_29.12675,2022-10-23,2022,42,4033.944,0.0,98.0
70.66707_29.12675,2022-10-30,2022,43,3652.2244,0.0,98.0
70.66707_29.12675,2022-11-06,2022,44,3307.192,0.0,98.0
70.66707_29.12675,2022-11-13,2022,45,3050.1628,0.0,98.0
70.66707_29.12675,2022-11-20,2022,46,2963.2847,0.0,98.0
70.66707_29.12675,2022-11-27,2022,47,2678.5725,0.0,98.0
70.66707_29.12675,2022-12-04,2022,48,2281.461,0.0,98.0
70.66707_29.12675,2022-12-11,2022,49,1990.2087,0.0,98.0
70.66707_29.12675,2022-12-18,2022,50,1803.9498,0.0,98.0
70.66707_29.12675,2022-12-25,2022,51,1711.625,0.0,98.0
70.66707_29.12675,2022-01-02,2022,52,1489.5334,0.0,98.0
70.66707_29.12675,2023-01-08,2023,1,1582.5725,0.0,98.0
70.66707_29.12675,2023-01-15,2023,2,1545.7255,0.0,98.0
70.66707_29.12675,2023-01-22,2023,3,1589.6384,10.3,98.0
70.66707_29.12675,2023-01-29,2023,4,1671.3125,0.0,98.0
70.66707_29.12675,2023-02-05,2023,5,1671.9062,0.0,98.0
70.66707_29.12675,2023-02-12,2023,6,1680.904,0.0,98.0
70.66707_29.12675,2023-02-19,2023,7,1582.0178,0.0,98.0
70.66707_29.12675,2023-02-26,2023,8,1651.3817,0.0,98.0
70.66707_29.12675,2023-03-05,2023,9,1659.4062,0.5,98.0
70.66707_29.12675,2023-03-12,2023,10,1719.7812,0.0,98.0
70.66707_29.12675,2023-03-19,2023,11,1624.9375,4.9,98.0
70.66707_29.12675,2023-03-26,2023,12,1646.3661,10.799999,98.0
70.66707_29.12675,2023-04-02,2023,13,2407.5715,1.4000001,98.0
70.66707_29.12675,2023-04-09,2023,14,2374.1697,3.4,98.0
70.66707_29.12675,2023-04-16,2023,15,2454.3303,0.0,98.0
70.66707_29.12675,2023-04-23,2023,16,2117.6965,2.1000001,98.0
70.66707_29.12675,2023-04-30,2023,17,2722.6206,2.3,98.0
70.66707_29.12675,2023-05-07,2023,18,2970.5222,0.8,98.0
70.66707_29.12675,2023-05-14,2023,19,3018.3572,0.0,98.0
70.66707_29.12675,2023-05-21,2023,20,2743.451,0.6,98.0
70.66707_29.12675,2023-05-28,2023,21,2307.0894,13.0,98.0
70.66707_29.12675,2023-06-04,2023,22,1349.4062,20.499998,98.0
70.66707_29.12675,2023-06-11,2023,23,1594.5447,0.0,98.0
70.66707_29.12675,2023-06-18,2023,24,1658.8058,0.0,98.0
70.66707_29.12675,2023-06-25,2023,25,2198.759,0.0,98.0
70.66707_29.12675,2023-07-02,2023,26,6014.0,14.400001,98.0
70.66707_29.12675,2023-07-09,2023,27,11776.978,10.3,98.0
70.66707_29.12675,2023-07-16,2023,28,14527.266,0.2,98.0
70.66707_29.12675,2023-07-23,2023,29,12339.221,43.800003,98.0
70.66707_29.12675,2023-07-30,2023,30,16396.646,71.700005,98.0
70.66707_29.12675,2023-08-06,2023,31,14833.986,0.1,98.0
70.66707_29.12675,2023-08-13,2023,32,12565.164,0.0,98.0
70.66707_29.12675,2023-08-20,2023,33,11671.753,0.2,98.0
70.66707_29.12675,2023-08-27,2023,34,8945.462,2.8999999,98.0
70.66707_29.12675,2023-09-03,2023,35,8286.794,0.0,98.0
70.66707_29.12675,2023-09-10,2023,36,6589.973,0.0,98.0
70.66707_29.12675,2023-09-17,2023,37,5468.973,0.1,98.0
70.66707_29.12675,2023-09-24,2023,38,4914.848,1.1000001,98.0
70.66707_29.12675,2023-10-01,2023,39,4524.4272,0.0,98.0
70.66707_29.12675,2023-10-08,2023,40,3913.4949,0.0,98.0
70.66707_29.12675,2023-10-15,2023,41,3268.9722,2.3,98.0
70.66707_29.12675,2023-10-22,2023,42,3423.4714,11.1,98.0
70.66707_29.12675,2023-10-29,2023,43,3592.8762,7.6,98.0
70.66707_29.12675,2023-11-05,2023,44,3109.2483,0.0,98.0
70.66707_29.12675,2023-11-12,2023,45,2789.8281,1.4000001,98.0
70.66707_29.12675,2023-11-19,2023,46,2537.3738,0.0,98.0
70.66707_29.12675,2023-11-26,2023,47,2220.4844,0.0,98.0
70.66707_29.12675,2023-12-03,2023,48,1918.1083,0.0,98.0
70.66707_29.12675,2023-12-10,2023,49,1789.0631,0.0,98.0
70.66707_29.12675,2023-12-17,2023,50,1676.6975,0.0,98.0
70.66707_29.12675,2023-12-24,2023,51,1594.7355,1.3000001,98.0
70.66707_29.12675,2023-01-01,2023,52,1624.279,1.0,98.0
70.66707_29.12675,2023-12-31,2023,52,1538.7311,1.0,98.0
70.66707_29.12675,2023-01-01,2023,52,1624.279,0.0,98.0
70.66707_29.12675,2023-12-31,2023,52,1538.7311,0.0,98.0
70.71329_29.37555,2019-01-06,2019,1,549.5625,0.0,101.0
70.71329_29.37555,2019-01-13,2019,2,531.9464,0.3,101.0
70.71329_29.37555,2019-01-20,2019,3,559.3393,12.6,101.0
70.71329_29.37555,2019-01-27,2019,4,580.1518,7.3999996,101.0
70.71329_29.37555,2019-02-03,2019,5,741.7143,5.0,101.0
70.71329_29.37555,2019-02-10,2019,6,759.46875,2.7000003,101.0
70.71329_29.37555,2019-02-17,2019,7,764.13837,2.8,101.0
70.71329_29.37555,2019-02-24,2019,8,799.5804,26.1,101.0
70.71329_29.37555,2019-03-03,2019,9,1044.2947,10.0,101.0
70.71329_29.37555,2019-03-10,2019,10,1230.5312,5.3999996,101.0
70.71329_29.37555,2019-03-17,2019,11,1056.9688,2.9,101.0
70.71329_29.37555,2019-03-24,2019,12,1096.4777,3.9,101.0
70.71329_29.37555,2019-03-31,2019,13,1208.8616,3.2999997,101.0
70.71329_29.37555,2019-04-07,2019,14,1028.5848,0.0,101.0
70.71329_29.37555,2019-04-14,2019,15,1057.6741,2.8999999,101.0
70.71329_29.37555,2019-04-21,2019,16,1477.942,19.099998,101.0
70.71329_29.37555,2019-04-28,2019,17,2401.1384,0.0,101.0
70.71329_29.37555,2019-05-05,2019,18,2493.9106,0.0,101.0
70.71329_29.37555,2019-05-12,2019,19,2422.884,0.2,101.0
70.71329_29.37555,2019-05-19,2019,20,2054.009,5.7,101.0
70.71329_29.37555,2019-05-26,2019,21,1932.7545,0.4,101.0
70.71329_29.37555,2019-06-02,2019,22,1828.0223,0.0,101.0
70.71329_29.37555,2019-06-09,2019,23,1682.2812,0.0,101.0
70.71329_29.37555,2019-06-16,2019,24,1904.1072,0.0,101.0
70.71329_29.37555,2019-06-23,2019,25,2244.0222,0.7,101.0
70.71329_29.37555,2019-06-30,2019,26,2297.0269,3.1999998,101.0
70.71329_29.37555,2019-07-07,2019,27,2668.431,0.0,101.0
70.71329_29.37555,2019-07-14,2019,28,6181.8213,0.0,101.0
70.71329_29.37555,2019-07-21,2019,29,11341.814,4.7,101.0
70.71329_29.37555,2019-07-28,2019,30,9950.607,12.1,101.0
70.71329_29.37555,2019-08-04,2019,31,10680.714,11.499999,101.0
70.71329_29.37555,2019-08-11,2019,32,9507.255,33.0,101.0
70.71329_29.37555,2019-08-18,2019,33,8535.5,8.1,101.0
70.71329_29.37555,2019-08-25,2019,34,7955.192,0.1,101.0
70.71329_29.37555,2019-09-01,2019,35,5904.712,32.0,101.0
70.71329_29.37555,2019-09-08,2019,36,4770.6772,7.2000003,101.0
70.71329_29.37555,2019-09-15,2019,37,4017.1584,0.0,101.0
70.71329_29.37555,2019-09-22,2019,38,3182.3638,0.0,101.0
70.71329_29.37555,2019-09-29,2019,39,2577.4453,4.7,101.0
70.71329_29.37555,2019-10-06,2019,40,2208.4888,22.8,101.0
70.71329_29.37555,2019-10-13,2019,41,2018.0491,0.1,101.0
70.71329_29.37555,2019-10-20,2019,42,1736.8483,0.0,101.0
70.71329_29.37555,2019-10-27,2019,43,1478.7444,0.0,101.0
70.71329_29.37555,2019-11-03,2019,44,1284.6506,4.3,101.0
70.71329_29.37555,2019-11-10,2019,45,1121.625,0.3,101.0
70.71329_29.37555,2019-11-17,2019,46,1149.1797,22.400002,101.0
70.71329_29.37555,2019-11-24,2019,47,1051.8939,0.8000001,101.0
70.71329_29.37555,2019-12-01,2019,48,1059.7723,0.0,101.0
70.71329_29.37555,2019-12-08,2019,49,985.9085,0.0,101.0
70.71329_29.37555,2019-12-15,2019,50,829.48663,3.4,101.0
70.71329_29.37555,2019-12-22,2019,51,754.4219,0.0,101.0
70.71329_29.37555,2019-12-29,2019,52,710.47766,0.0,101.0
70.71329_29.37555,2020-01-05,2020,1,628.4018,6.7,101.0
70.71329_29.37555,2020-01-12,2020,2,591.5179,22.5,101.0
70.71329_29.37555,2020-01-19,2020,3,676.95984,2.9,101.0
70.71329_29.37555,2020-01-26,2020,4,821.3415,2.2999997,101.0
70.71329_29.37555,2020-02-02,2020,5,722.1161,0.2,101.0
70.71329_29.37555,2020-02-09,2020,6,720.5781,0.3,101.0
70.71329_29.37555,2020-02-16,2020,7,656.1607,0.0,101.0
70.71329_29.37555,2020-02-23,2020,8,666.4844,0.0,101.0
70.71329_29.37555,2020-03-01,2020,9,755.07367,0.0,101.0
70.71329_29.37555,2020-03-08,2020,10,827.87274,18.4,101.0
70.71329_29.37555,2020-03-15,2020,11,1490.2634,17.400002,101.0
70.71329_29.37555,2020-03-22,2020,12,1644.6384,0.1,101.0
70.71329_29.37555,2020-03-29,2020,13,1242.5625,22.300001,101.0
70.71329_29.37555,2020-04-05,2020,14,1703.558,0.7,101.0
70.71329_29.37555,2020-04-12,2020,15,1892.3973,0.0,101.0
70.71329_29.37555,2020-04-19,2020,16,1505.5536,0.3,101.0
70.71329_29.37555,2020-04-26,2020,17,1855.1741,0.2,101.0
70.71329_29.37555,2020-05-03,2020,18,1832.2947,0.1,101.0
70.71329_29.37555,2020-05-10,2020,19,1869.1697,0.6,101.0
70.71329_29.37555,2020-05-17,2020,20,2069.0803,4.6000004,101.0
70.71329_29.37555,2020-05-24,2020,21,2325.884,0.0,101.0
70.71329_29.37555,2020-05-31,2020,22,2083.25,0.6,101.0
70.71329_29.37555,2020-06-07,2020,23,2132.4822,3.5,101.0
70.71329_29.37555,2020-06-14,2020,24,2411.1965,0.0,101.0
70.71329_29.37555,2020-06-21,2020,25,2826.1206,0.0,101.0
70.71329_29.37555,2020-06-28,2020,26,4037.529,0.2,101.0
70.71329_29.37555,2020-07-05,2020,27,7749.263,35.0,101.0
70.71329_29.37555,2020-07-12,2020,28,8191.0938,0.5,101.0
70.71329_29.37555,2020-07-19,2020,29,8309.7295,0.0,101.0
70.71329_29.37555,2020-07-26,2020,30,8368.0205,1.5999999,101.0
70.71329_29.37555,2020-08-02,2020,31,7999.3413,0.0,101.0
70.71329_29.37555,2020-08-09,2020,32,7011.3257,19.4,101.0
70.71329_29.37555,2020-08-16,2020,33,6363.1943,0.7,101.0
70.71329_29.37555,2020-08-23,2020,34,7935.136,3.6000001,101.0
70.71329_29.37555,2020-08-30,2020,35,6661.7944,51.59999,101.0
70.71329_29.37555,2020-09-06,2020,36,7301.508,102.1,101.0
70.71329_29.37555,2020-09-13,2020,37,6093.2354,0.0,101.0
70.71329_29.37555,2020-09-20,2020,38,4708.221,0.0,101.0
70.71329_29.37555,2020-09-27,2020,39,3740.8928,0.0,101.0
70.71329_29.37555,2020-10-04,2020,40,2973.914,0.0,101.0
70.71329_29.37555,2020-10-11,2020,41,2493.1707,0.0,101.0
70.71329_29.37555,2020-10-18,2020,42,2055.4597,0.0,101.0
70.71329_29.37555,2020-10-25,2020,43,1758.202,0.0,101.0
70.71329_29.37555,2020-11-01,2020,44,1475.5703,0.0,101.0
70.71329_29.37555,2020-11-08,2020,45,1267.9141,0.0,101.0
70.71329_29.37555,2020-11-15,2020,46,1067.1819,1.0,101.0
70.71329_29.37555,2020-11-22,2020,47,978.85156,0.0,101.0
70.71329_29.37555,2020-11-29,2020,48,1086.3783,2.6,101.0
70.71329_29.37555,2020-12-06,2020,49,943.4844,0.0,101.0
70.71329_29.37555,2020-12-13,2020,50,808.9274,11.3,101.0
70.71329_29.37555,2020-12-20,2020,51,795.3549,0.0,101.0
70.71329_29.37555,2020-12-27,2020,52,811.62054,0.0,101.0
70.71329_29.37555,2021-01-10,2021,1,657.71204,0.2,101.0
70.71329_29.37555,2021-01-17,2021,2,646.37726,0.0,101.0
70.71329_29.37555,2021-01-24,2021,3,614.4665,0.0,101.0
70.71329_29.37555,2021-01-31,2021,4,573.42413,0.0,101.0
70.71329_29.37555,2021-02-07,2021,5,579.98663,0.0,101.0
70.71329_29.37555,2021-02-14,2021,6,548.95087,0.0,101.0
70.71329_29.37555,2021-02-21,2021,7,535.0357,0.0,101.0
70.71329_29.37555,2021-02-28,2021,8,521.6161,0.0,101.0
70.71329_29.37555,2021-03-07,2021,9,565.93304,0.0,101.0
70.71329_29.37555,2021-03-14,2021,10,776.11163,0.0,101.0
70.71329_29.37555,2021-03-21,2021,11,900.4643,0.4,101.0
70.71329_29.37555,2021-03-28,2021,12,1112.3616,5.5,101.0
70.71329_29.37555,2021-04-04,2021,13,1558.6339,0.0,101.0
70.71329_29.37555,2021-04-11,2021,14,1470.8392,0.0,101.0
70.71329_29.37555,2021-04-18,2021,15,1405.9688,0.2,101.0
70.71329_29.37555,2021-04-25,2021,16,1379.4598,0.6,101.0
70.71329_29.37555,2021-05-02,2021,17,1402.8973,0.0,101.0
70.71329_29.37555,2021-05-09,2021,18,1200.567,0.1,101.0
70.71329_29.37555,2021-05-16,2021,19,1247.4866,0.0,101.0
70.71329_29.37555,2021-05-23,2021,20,1417.0134,0.0,101.0
70.71329_29.37555,2021-05-30,2021,21,1412.7233,0.0,101.0
70.71329_29.37555,2021-06-06,2021,22,1226.4777,0.5,101.0
70.71329_29.37555,2021-06-13,2021,23,1576.9509,0.0,101.0
70.71329_29.37555,2021-06-20,2021,24,3351.5269,7.2999997,101.0
70.71329_29.37555,2021-06-27,2021,25,3926.5356,2.1,101.0
70.71329_29.37555,2021-07-04,2021,26,4561.357,0.0,101.0
70.71329_29.37555,2021-07-11,2021,27,6237.1675,0.0,101.0
70.71329_29.37555,2021-07-18,2021,28,9232.272,4.5,101.0
70.71329_29.37555,2021-07-25,2021,29,10844.033,0.5,101.0
70.71329_29.37555,2021-08-01,2021,30,10748.717,2.6,101.0
70.71329_29.37555,2021-08-08,2021,31,9106.745,0.0,101.0
70.71329_29.37555,2021-08-15,2021,32,7513.364,0.0,101.0
70.71329_29.37555,2021-08-22,2021,33,5654.4243,2.4,101.0
70.71329_29.37555,2021-08-29,2021,34,4308.682,0.0,101.0
70.71329_29.37555,2021-09-05,2021,35,3756.5078,0.2,101.0
70.71329_29.37555,2021-09-12,2021,36,3214.069,2.3,101.0
70.71329_29.37555,2021-09-19,2021,37,2846.7622,0.1,101.0
70.71329_29.37555,2021-09-26,2021,38,2551.423,3.1999998,101.0
70.71329_29.37555,2021-10-03,2021,39,2228.5903,0.0,101.0
70.71329_29.37555,2021-10-10,2021,40,1977.8594,0.4,101.0
70.71329_29.37555,2021-10-17,2021,41,1798.7701,0.0,101.0
70.71329_29.37555,2021-10-24,2021,42,1578.8136,0.0,101.0
70.71329_29.37555,2021-10-31,2021,43,1406.3951,0.0,101.0
